Product code	Product label	Turkey's imports from Korea, Republic of-Value in 2001	Turkey's imports from Korea, Republic of-Value in 2002	Turkey's imports from Korea, Republic of-Value in 2003	Turkey's imports from Korea, Republic of-Value in 2004	Turkey's imports from Korea, Republic of-Value in 2005	Turkey's imports from Korea, Republic of-Value in 2006	Turkey's imports from Korea, Republic of-Value in 2007	Turkey's imports from Korea, Republic of-Value in 2008	Turkey's imports from Korea, Republic of-Value in 2009	Turkey's imports from Korea, Republic of-Value in 2010	Turkey's imports from Korea, Republic of-Value in 2011	Turkey's imports from Korea, Republic of-Value in 2012	Turkey's imports from Korea, Republic of-Value in 2013	Turkey's imports from Korea, Republic of-Value in 2014	Turkey's imports from Korea, Republic of-Value in 2015	Turkey's imports from Korea, Republic of-Value in 2016	Turkey's imports from Korea, Republic of-Value in 2017	Korea, Republic of's exports to world- 	Korea, Republic of's exports to world-Value in 2001	Korea, Republic of's exports to world-Value in 2002	Korea, Republic of's exports to world-Value in 2003	Korea, Republic of's exports to world-Value in 2004	Korea, Republic of's exports to world-Value in 2005	Korea, Republic of's exports to world-Value in 2006	Korea, Republic of's exports to world-Value in 2007	Korea, Republic of's exports to world-Value in 2008	Korea, Republic of's exports to world-Value in 2009	Korea, Republic of's exports to world-Value in 2010	Korea, Republic of's exports to world-Value in 2011	Korea, Republic of's exports to world-Value in 2012	Korea, Republic of's exports to world-Value in 2013	Korea, Republic of's exports to world-Value in 2014	Korea, Republic of's exports to world-Value in 2015	Korea, Republic of's exports to world-Value in 2016	Korea, Republic of's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	51	172	683	1074	362	585	923	1712	1208	1558	1496	1256	2172	1449	1574	1182	1461		99413	143665	170393	225059	293043	384075	547244	571779	593557	864132	1282161	2645945	3649440	2795187	3398389	2879161	2788147		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
5911	"Textile products and articles, for technical use, specified in Note 7 to chapter 59"	120	133	310	454	3038	1234	1022	753	614	620	791	803	830	1112	1843	1145	1488		13094	14034	15612	18015	20623	23521	30250	47787	36260	41435	53229	80563	65926	72354	86599	119842	124369		13782	18820	24277	30579	38512	40083	49462	45648	35734	42165	47838	47230	50651	54860	51547	54043	58101	
3209	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	0	1	0	0	519	877	1434	1859	968	913	1052	2222	3327	4830	4084	1583	1497		13646	17929	21595	31175	42485	54313	65001	73996	88121	106931	121684	100516	103088	107413	104179	96032	114075		16783	26734	35756	43449	56509	67964	85818	91519	69415	78228	92965	93086	106986	108078	95225	87887	93971	
2823	"Titanium oxides"	26	210	270	232	390	74	698	989	683	896	710	773	894	830	764	552	1525		37816	37581	34705	41035	43680	49254	56158	84957	53320	67465	88500	87675	78149	67719	45953	43915	58271		5247	5737	5986	8147	7431	8248	8883	8589	6216	9264	14280	12066	12978	12268	7539	8478	13483	
4013	"Inner tubes, of rubber"	1755	1691	1972	1937	2630	3384	3722	4139	2335	2870	3131	3668	2950	2786	2939	2809	1532		133244	133386	141809	165710	163789	138866	160019	237044	182887	224461	228845	222396	241160	222459	168207	150693	139185		5444	6572	7336	8982	12775	14114	13052	19341	13665	17497	19212	19930	17846	17635	18683	18435	16329	
3808	"Insecticides, rodenticides, fungicides, herbicides, anti-sprouting products and plant-growth ..."	0	3	0	8	24	145	161	210	131	238	406	235	805	820	64	154	1534		23018	25192	28965	45901	59431	75139	91302	128043	143488	152611	194147	239369	272792	342721	334610	331453	421401		77361	85613	107551	138808	156216	199155	224358	254202	208502	277032	360847	331557	324263	329759	362903	356288	371378	
7019	"Glass fibres, incl. glass wool, and articles thereof (excluding mineral wools and articles ..."	125	49	16	32	82	2070	2262	2077	1090	1740	1372	995	1206	1267	803	1536	1554		95211	92757	100068	122635	127531	139798	133533	117260	73759	103946	138250	116835	123075	144667	136465	132260	132154		23575	32673	44906	53905	66041	72839	107412	120288	96641	117230	147390	158276	175036	195357	193303	217616	233789	
5607	"Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, ..."	214	340	771	849	1475	1233	2249	2639	1435	1853	2149	1175	1272	1720	1747	1576	1558		80131	86109	97301	98789	112712	115023	127018	133292	95480	114148	126529	126888	135554	157080	135011	130909	134372		2072	3858	7284	9678	9886	9490	13031	18547	8038	10289	12954	12093	14539	14309	15268	15517	16118	
7113	"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal ..."	881	2201	4581	7383	10529	7994	7565	10915	8011	11961	11112	8212	3670	2533	1407	1145	1558		364860	296804	901823	504207	311196	284704	222699	200692	169743	207735	199719	283098	178022	191876	203255	218778	242218		58185	77619	106145	160901	203274	266628	416074	491549	264257	352597	425847	510604	725068	658639	409124	404713	556026	
4010	"Conveyor or transmission belts or belting, of vulcanised rubber"	956	1292	1645	2829	2090	1902	3156	2808	949	1245	1077	796	1412	2264	2476	2332	1567		50199	47307	54135	58836	55406	44990	48938	59598	45532	55120	67714	65393	63782	74354	67626	62123	65404		18333	26347	36380	51282	50773	62695	67319	78009	65411	83191	103089	88155	90486	95229	95882	97072	106261	
9025	"Hydrometers, areometers and similar floating instruments, thermometers, pyrometers, barometers, ..."	8	59	102	164	178	158	133	236	172	601	782	1097	1644	1287	3242	3321	1608		8519	8688	15596	18115	24520	27948	33358	29263	31728	49245	53945	73745	129398	101658	99361	83520	99564		10637	12885	18275	24667	28729	32456	41684	46277	32506	45441	53254	53739	57468	64433	68448	82489	93642	
5603	"Nonwovens, whether or not impregnated, coated, covered or laminated, n.e.s."	627	540	516	2838	1715	4631	6881	10036	7926	11412	8711	2785	4647	5523	5203	1679	1686		258517	271470	296997	339942	396024	438220	433474	414268	349333	415408	473544	462334	472747	467609	401182	372885	370800		52322	76887	107263	143133	163282	182622	244004	298339	267582	313933	313550	236415	268295	269992	258721	192737	219157	
7606	"Plates, sheets and strip, of aluminium, of a thickness of > 0,2 mm (excluding expanded plates, ..."	199	419	1348	1067	715	82	880	553	498	17	248	26	276	47	340	965	1721		299561	346076	474421	651457	826764	1065814	1186928	1226469	923182	1149131	1318017	1135476	1222427	1318739	1376254	1112258	1364058		74628	96900	108540	143404	186049	257131	334826	347732	208923	297625	362872	350467	409789	395446	417080	419129	475494	
9019	"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone ..."	151	335	531	4737	5494	3502	7049	10498	8650	14526	9646	2930	3526	2763	1732	1528	1726		18982	32564	39262	37499	60274	95098	65050	62577	45731	47639	47660	48814	57453	59554	52929	63280	74946		13388	15154	21997	38736	58692	80397	93629	100331	84007	120473	107760	107163	98684	94609	95362	87852	80659	
7227	"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"	0	0	0	0	0	0	46	0	0	0	0	0	0	48	0	373	1727		1033	1066	6708	18838	30510	30510	35521	38812	43731	41179	27692	31840	36605	88308	90902	105028	129921		11368	18464	23876	46101	40607	35284	44261	84171	26272	46531	66338	56515	59735	104077	123027	128155	98946	
7419	"Other articles of copper, n.e.s."	71	161	184	358	575	443	55	339	332	507	232	190	797	1667	503	490	1734		123088	94264	92505	152759	182771	185796	229126	216954	167860	185420	220966	191268	176546	193588	187081	173345	166879		3007	3281	4760	26812	18299	9550	15949	17732	12284	19192	24811	22491	25587	25023	28588	35992	41173	
8461	"Machine tools for planing, shaping, slotting, broaching, gear cutting, gear grinding or gear ..."	12	0	0	66	2491	264	1235	276	133	761	2097	2464	1710	1589	2216	1476	1744		11494	12699	14390	33210	34396	36730	48997	38444	33434	48766	54541	59849	51458	58580	59925	69970	55412		14426	16006	12887	28849	26568	38287	33709	31245	41175	28633	42635	38951	33262	43572	36352	48940	46855	
7009	"Glass mirrors, whether or not framed, incl. rear-view mirrors (excluding optical mirrors, optically ..."	168	257	406	733	1007	1601	1671	1821	898	884	930	761	898	1075	3060	2951	1754		14040	11031	11280	15627	22539	23548	16957	15642	16142	13791	28590	33329	36388	41018	68393	90417	82402		7382	10611	18132	32640	34198	40089	48102	52064	36053	51508	64755	57131	64141	72985	65269	58065	64948	
8535	"Electrical apparatus for switching or protecting electrical circuits, or for making connections ..."	0	0	10	31	3	832	795	187	107	223	407	217	376	576	2147	1223	1755		71701	68700	64276	95772	110075	128273	207157	229026	322788	356644	419325	504314	559958	674487	506950	416609	417653		32934	41143	31336	52649	46048	66540	94884	118446	124029	97611	145770	157278	195496	146356	137071	123278	126355	
7309	"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material "other than ..."	0	1	1194	0	23	1406	36	102	0	184	32	8632	860	18	4940	22320	1790		62922	44284	50381	69323	213292	438298	618958	595014	622815	393375	713775	664298	495350	473399	401724	408468	261706		7579	12872	19075	11705	9761	15798	19999	25217	13181	25564	45827	29582	30384	30660	28840	115056	45816	
8463	"Machine tools for working metal, sintered metal carbides or cermets, without removing material ..."	290	95	91	7011	544	1857	1553	2562	2611	1225	1589	1555	2979	1693	2173	399	1798		5045	9556	21139	41530	30170	63026	38834	58833	34427	76891	107465	85104	32184	29741	51250	38178	45293		18276	16996	27489	60468	53451	80120	56304	87408	33102	50799	103850	57631	61980	71619	52763	64912	57111	
9608	"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ..."	981	1029	1325	1087	882	1490	1744	2813	1415	1813	2087	2157	1945	2103	1812	1857	1805		143740	115473	96771	84781	78559	83400	86070	80686	68228	85282	93474	99705	91221	90858	85763	106875	110667		21583	33516	38206	48104	55214	62613	67271	74391	52680	76533	96513	81763	88550	93021	82410	83783	64794	
8460	"Machine tools for deburring, sharpening, grinding, honing, lapping, polishing or otherwise ..."	47	17	36	36	0	0	0	0	26	3	0	2678	838	139	147	771	1832		18338	14376	22184	34115	36394	41238	46191	43725	67917	67931	57848	78200	54414	68525	64642	66443	86390		35248	37746	20060	57204	60791	69770	74410	91547	43137	67389	77733	102397	99782	81916	80654	85197	70037	
4814	"Wallpaper and similar wallcoverings of paper; window transparencies of paper"	5	0	2	1	82	113	879	2136	3527	8548	14224	18487	27536	49763	36335	3298	1846		6879	6342	7316	7796	9721	12340	19400	26083	32538	69136	98973	110306	125920	142437	137975	107299	91775		1415	2006	2507	4084	5643	7847	13665	19332	19515	30959	42862	44137	57716	84607	76084	17571	16270	
8484	"Gaskets and similar joints of metal sheeting combined with other material or of two or more ..."	209	424	423	625	681	963	1506	1344	997	1637	1803	1485	1728	1471	2236	1887	1858		13937	23508	25552	29561	38128	36388	39940	48112	45865	65240	72138	71187	69051	103754	107674	96897	100441		15078	19192	24403	29156	32538	36689	43182	51087	41283	65999	70663	68584	80970	88186	89538	91632	101705	
3006	"Pharmaceutical preparations and products of subheadings 3006.10.10 to 3006.60.90"	94	419	562	1100	1041	794	1235	1957	1008	1784	2284	1186	1475	1555	2222	1816	1861		15057	17531	19240	21146	24219	31823	39937	43586	45527	48535	55433	63613	62954	59198	65902	81741	103638		44875	58658	79020	102433	108454	106939	139175	146967	115924	132140	141272	130512	126403	139185	120164	128314	126983	
8523	"Discs, tapes, solid-state non-volatile storage devices, "smart cards" and other media for the ..."	93	179	968	305	1045	1489	2037	1843	10894	3854	5140	3447	5323	2269	3517	2634	1892		556341	537467	629086	895955	1130949	1004227	1303501	1254277	1312882	1693774	1843619	1065993	962985	1086361	1061534	1112115	853871		25194	28917	36253	64283	68981	91173	458429	432871	403220	396221	428793	382574	390294	361626	332732	282444	233452	
6804	"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, ..."	62	113	217	217	202	264	410	605	131	414	536	499	496	489	1350	1638	1909		31351	31976	38393	47481	58745	83831	102300	95710	57300	83401	105416	100056	99597	119746	134510	154665	173268		10425	13070	16514	23966	26116	28939	43968	43260	23030	40755	56644	60139	65910	70280	70788	70023	68477	
2106	"Food preparations, n.e.s."	3	69	209	252	82	118	85	80	180	262	471	811	907	1061	1042	1269	1920		83391	95383	109712	170476	176658	186250	207462	240727	250060	377926	515942	495427	556612	596153	604023	675047	782436		66857	96563	111909	169215	206998	242179	270133	265507	241539	269350	334928	336613	399792	437012	422162	406623	458934	
5205	"Cotton yarn other than sewing thread, containing >= 85% cotton by weight (excluding that put ..."	106	179	68	0	1	16	42	30	0	1	0	0	0	0	0	0	1947		109550	105407	94267	102216	95708	71255	82657	88491	78194	222681	240898	249306	272066	244286	199042	135828	148892		81461	127453	232316	249014	258543	286348	547003	407478	276276	545001	495057	334389	435078	439525	383812	444396	571180	
4107	"Leather further prepared after tanning or crusting "incl. parchment-dressed leather", of bovine ..."	4	295	464	601	799	216	15	357	789	695	1305	580	518	1088	470	404	1968		48642	693393	668517	646860	591869	579888	601405	618378	496381	619709	679952	730828	782312	757764	698937	525768	468549		8546	51932	63095	62185	65532	73034	78547	75349	54047	69606	87698	85574	93658	75777	59399	49998	61987	
2922	"Oxygen-function amino-compounds"	1481	2347	2354	261	1776	1058	879	2244	2991	3352	2545	870	3772	3736	2466	1929	2053		166170	161825	182681	192329	233004	213292	126007	161932	167966	213902	256044	278875	265372	220439	184359	211390	240629		49772	59702	72276	86543	93329	106305	130879	171978	140328	177222	185731	146007	162998	152254	162635	160148	183930	
6307	"Made-up articles of textile materials, incl. dress patterns, n.e.s."	33	167	151	384	200	495	1606	2249	1505	1913	2199	1798	2613	1895	1597	1568	2056		104353	104727	108393	115132	109379	103532	111593	123127	128370	126206	140701	142155	157207	154812	148606	138445	158944		4672	6416	7721	12077	16316	22754	42543	41449	37712	50227	68514	66412	80266	84646	79510	80073	77432	
8518	"Microphones and stands therefor (excluding cordless microphones with built-in transmitter); ..."	3097	7103	8051	4919	3628	2785	2806	3024	1474	1546	2255	1723	1973	2340	1931	1750	2094		586494	647255	654145	745055	776721	743650	596036	538560	444259	528955	567694	676771	777317	691995	593874	443411	452316		34767	50565	80492	108202	130620	128134	112975	130370	89254	116927	159632	160914	165804	169623	154590	155102	187803	
7216	"Angles, shapes and sections of iron or non-alloy steel, n.e.s."	0	12	0	1	2154	366	30043	21266	21240	4232	2156	162	40	0	24057	10421	2142		275078	272282	304676	663765	701230	863563	1243197	1419928	799838	941403	1274140	1077447	937754	1002648	740862	597672	649678		25720	49285	56038	124418	181310	245124	442948	317772	152648	209524	335934	363192	376086	252735	256389	251841	178180	
8487	"Machinery parts, n.e.s. in chapter 84 (excluding parts containing electrical connectors, insulators, ..."	0	0	0	0	0	0	1107	998	499	790	1461	1608	1601	1948	2345	2002	2218		0	0	0	0	0	0	103260	118424	121515	155767	191479	182302	175456	187297	188662	214565	198141		0	0	0	0	0	0	79284	117157	70624	53313	72962	58314	49267	79887	64790	83714	68497	
2915	"Saturated acyclic monocarboxylic acids and their anhydrides, halides, peroxides and peroxyacids; ..."	23	25	133	430	451	468	669	38	26	57	270	262	388	1093	3285	1619	2223		92896	94123	109034	142424	170404	175862	189369	185963	149428	178959	220383	248101	209638	209912	165872	145841	179929		83664	93653	115144	143808	177232	197975	230614	246691	180353	219275	293539	275589	295376	347329	292357	246999	280387	
7308	"Structures and parts of structures "e.g., bridges and bridge-sections, lock-gates, towers, ..."	68	31	122	830	3365	1882	2959	3167	2239	1552	1705	1105	13010	11593	7873	21512	2259		302514	450970	412250	396693	623409	1224939	1274170	1348062	2525597	1084059	2658928	2812877	2406474	2817291	3430521	3810813	4841065		152674	126554	64760	83885	97982	112866	143997	215771	119006	122001	207140	208350	237633	263006	291330	392202	305855	
2842	"Salts of inorganic acids or peroxoacids, incl. aluminosilicates whether or not chemically defined ..."	0	0	0	0	0	0	295	1867	959	945	1023	1211	1401	1456	2025	2267	2266		11330	13612	12295	13447	16588	14101	15602	14235	22295	23314	26731	32800	44884	68114	81663	88877	76467		2486	3069	4166	4700	7292	6616	8830	12659	8036	11890	13195	12715	12031	15594	12020	13868	14693	
2927	"Diazo-, azo- or azoxy-compounds"	154	207	207	105	63	30	7	12	21	157	232	26	125	60	1040	1709	2267		26653	24970	20058	25969	30316	25536	30981	40884	29960	34862	57309	54744	41969	43780	45609	47624	50856		2304	2534	2467	3581	3765	4595	4510	4848	4044	6223	7240	7628	9561	10055	11122	10559	13989	
8908	"Vessels and other floating structures for breaking up"	0	0	0	0	0	0	0	0	180	194	833	0	0	950	7574	2460	2299		706	255	2508	642	681	0	3	425	48	140	1	124	851	10	8	278	10527		9205	17599	19442	24424	23767	23889	37639	52728	54493	112792	207713	286959	253837	198953	154100	109615	195749	
8402	"Steam or other vapour generating boilers (excluding central heating hot water boilers capable ..."	0	0	28	644	0	0	289	132	89146	93038	219	47303	145375	6475	28493	20138	2396		302626	331334	166600	220895	243005	295835	294281	581322	677512	912678	1008961	1429466	667146	921752	999094	830599	784967		97230	198376	68993	30700	34589	52731	91608	175388	341611	216590	57362	339994	709329	155570	273721	420179	104572	
3923	"Articles for the conveyance or packaging of goods, of plastics; stoppers, lids, caps and other ..."	116	190	317	486	534	1336	3944	2657	1466	1794	2482	2397	3305	2861	2367	2791	2488		291824	327496	356691	491679	582295	610532	638137	756416	732198	941537	1112005	1130005	1109875	1181500	1206595	1310535	1406215		60506	88211	95982	123341	138253	171003	194208	203021	149794	172699	216826	196547	225224	245922	221179	268795	284205	
8211	"Knives with cutting blades, serrated or not, incl. pruning knives, and blades therefor, of ..."	114	123	174	152	180	200	132	429	467	745	723	694	812	944	1228	1745	2516		27202	20048	17412	15747	12784	8175	6351	5210	3479	4851	6267	6185	7557	8539	7195	7798	8572		2054	2499	5146	7931	9212	10173	12921	15229	15366	25526	38729	31220	40384	38955	25891	16029	18214	
6806	"Slag-wool, rock-wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed ..."	0	0	40	40	55	65	382	250	38	1305	1889	1915	4066	1702	1616	2189	2522		22829	14970	13405	12200	10886	16839	20664	22111	25719	47579	39994	35940	49286	56260	53157	72731	63986		9593	19827	16253	23543	24226	35206	41913	48582	32125	46632	54716	61690	57526	63681	49090	45385	52391	
2401	"Unmanufactured tobacco; tobacco refuse"	3144	9043	0	0	0	0	64	1799	2169	1371	1610	2879	3082	3050	2750	1164	2590		13282	8941	5053	8783	14742	13968	15817	9507	7194	3532	15367	18467	18715	21361	12646	11149	13543		243369	162087	176911	165947	182045	172137	219986	287678	289876	275522	297879	359985	378574	411040	391657	428532	392897	
8533	"Electrical resistors, incl. rheostats and potentiometers (excluding heating resistors); parts ..."	1580	1613	1971	2507	1441	1293	909	646	468	838	938	1024	1161	1566	1501	1206	2615		62432	63039	70160	81443	93097	131039	165429	163251	132052	160895	160017	167819	175424	177358	170109	186485	237913		15728	21985	27502	35813	29836	28122	29891	28853	22273	27048	33156	34599	37403	41190	39630	39572	47381	
7229	"Wire of alloy steel other than stainless, in coils (excluding bars and rods)"	39	60	39	155	357	114	637	1273	676	2083	3047	2507	2830	3800	3331	2107	2638		61716	57227	77093	111709	129982	128328	136579	199287	125086	196952	272925	258652	240352	232105	204261	246167	296472		1531	2050	2686	4355	6751	8144	10069	13911	11367	16617	22573	18461	18949	22086	20392	25232	20182	
3003	"Medicaments consisting of two or more constituents mixed together for therapeutic or prophylactic ..."	0	12	699	514	566	955	1130	1017	375	1244	7792	1297	2862	2311	2226	3400	2643		15531	12035	14017	8746	21290	31296	76675	107964	131096	39804	75653	149505	97737	176289	196766	56364	63989		70544	76841	95904	112064	121678	126553	128048	127637	125634	120351	131678	109164	98767	97176	102835	108719	119223	
3910	"Silicones in primary forms"	77	21	20	112	172	113	206	2125	1827	2438	5332	1623	1437	2220	1790	2182	2656		26831	29404	42550	66380	100298	117237	131370	161330	194830	244909	283899	270468	264215	251195	226702	239494	268120		20461	32463	40576	55248	62268	67328	79499	92848	83403	93625	106685	105342	116845	127153	111129	117045	141464	
7304	"Tubes, pipes and hollow profiles, seamless, of iron or steel (excluding products of cast iron)"	23	71	58	965	94	2662	479	863	1553	1657	256	1939	445	1150	1321	5200	2741		47266	66896	62555	135676	162876	207090	231332	360310	242874	316382	492007	570902	484497	609257	523785	360219	490203		46981	81879	72892	119306	179636	222652	291380	322776	221232	304630	391034	370016	411851	390915	305519	255302	290593	
2815	"Sodium hydroxide "caustic soda", potassium hydroxide "caustic potash"; peroxides of sodium ..."	29	0	245	139	391	194	981	1733	854	2136	725	2056	3045	4942	5502	3689	2797		53589	33082	48826	56798	78707	103187	119697	204973	176550	179789	235170	269394	287720	276530	274611	239584	271672		32398	22525	28274	30282	61841	71622	81478	120722	80060	79916	109557	126296	130503	106254	98692	113407	169465	
4809	"Carbon paper, self-copy paper and other copying or transfer papers, incl. coated or impregnated ..."	3	23	11	0	48	0	0	3	85	598	1968	1801	1647	2198	1238	2061	2833		34251	38004	43696	54973	60504	62423	69156	82153	71477	87191	89753	101685	174991	237173	217666	218223	207782		8039	17419	20641	29303	29593	32471	38111	42830	34286	52772	54029	47064	46558	51738	44415	34416	36424	
8445	"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ..."	1764	16237	5703	3336	912	893	4340	13810	519	4270	1664	4637	2029	4408	1246	484	2846		81341	79774	90192	107873	52658	67862	66960	60549	29096	44504	48700	40300	40964	45255	36868	38849	59874		195294	413870	555042	484805	389520	230731	675834	211651	74051	220604	534508	378357	565910	654871	290083	276399	333237	
5810	"Embroidery on a textile fabric ground, in the piece, in strips or in motifs"	285	931	980	1259	3720	4068	2726	1476	1027	943	789	777	658	963	1113	1804	2910		216326	267087	294514	282677	239517	154855	125584	120069	92732	97166	105094	104899	109577	117566	90555	75786	63666		2305	3355	5400	6984	18242	41695	43982	46914	22637	28701	30306	42327	54279	73743	65102	63574	76123	
3208	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	39	127	66	183	153	180	1031	1820	1790	3521	3414	2537	4023	7322	4358	3634	2957		101918	117999	153031	189668	219598	247369	238433	286625	274415	362696	409630	448478	484427	530872	518362	497926	510734		50622	72227	99291	125421	150306	164999	211866	241005	194465	215659	244437	248448	279585	302909	267023	260868	285480	
7223	"Wire of stainless steel, in coils (excluding bars and rods)"	663	1373	2207	1934	1992	2364	3933	4104	2779	3607	3810	3574	3677	4389	2990	2915	2966		115625	113069	129902	159208	158189	188797	249623	240517	138130	225898	236034	216344	204932	219078	186792	189676	216640		5575	8659	11579	14606	18407	21209	36952	33900	17988	30314	38336	34428	34881	38388	36015	31549	38954	
6116	"Gloves, mittens and mitts, knitted or crocheted (excluding for babies)"	8	28	19	157	427	1237	1338	1923	1704	1952	2057	3109	3351	3047	2216	1484	2976		53302	60820	76768	101986	111106	133951	148838	158854	102480	161772	184405	177683	192300	203583	178462	171968	166399		608	1462	4082	9789	5523	13437	25029	36264	26469	59295	80244	101965	76087	90018	77978	68684	46851	
6805	"Natural or artificial abrasive powder or grain, on a base of textile material, paper, paperboard ..."	63	226	467	614	619	1073	2056	3765	2377	4169	5419	4547	3825	6801	4083	3490	2995		79963	94665	115390	128486	140902	148589	156252	165973	129495	168787	186436	195599	206178	215037	201110	195175	203924		12376	18053	24369	31928	37964	41500	44776	49130	33912	45782	55126	51751	56293	62817	51390	47791	52266	
8459	"Machine tools, incl. way-type unit head machines, for drilling, boring, milling, threading ..."	850	311	247	725	1557	2278	1638	52	450	1361	1254	3721	2599	1137	1671	2307	3004		21774	39244	47150	61233	59940	89767	114676	143437	141506	168137	160595	154951	115142	114480	114505	85829	77232		18906	29706	36281	54996	48833	69612	64385	75714	28485	49087	76762	104401	70397	72703	66390	65071	60961	
9023	"Instruments, apparatus and models designed for demonstrational purposes, e.g. in education ..."	82	64	17	175	214	234	349	670	460	538	243	166	433	131	69	84	3137		3213	3776	4094	6331	5215	5404	24253	26724	29383	42000	38122	43128	39469	42727	41369	47291	42182		5719	7674	11964	13713	13350	20831	12596	15308	13153	18310	15551	19302	30191	30088	42042	29506	16454	
7410	"Copper foil "whether or not printed or backed with paper, paperboard, plastics or similar backing ..."	3189	6690	7872	11147	7685	4296	3626	3427	2119	2515	3416	3185	3667	3308	4041	4266	3157		158480	169806	208158	254273	255169	331560	372326	346992	289698	444998	443404	425095	363666	405149	377306	424813	524575		10677	16150	18686	26148	27206	34347	33277	22132	13912	19039	21725	19944	19468	15906	17267	15667	17392	
8311	"Wire, rods, tubes, plates, electrodes and similar products, of base metal or of metal carbides, ..."	28	378	786	1595	1873	2076	2412	1838	623	944	1510	1730	2246	3894	4994	2925	3163		55337	57370	60869	89238	115906	137965	161969	216437	173992	208299	215188	209064	187582	196638	194188	172138	154871		8223	6484	11376	14453	16662	22089	31802	33342	18116	20135	22990	25802	26342	30381	29540	25657	28272	
8472	"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ..."	352	522	626	1610	1740	10563	8760	11518	9064	5250	6696	6264	9572	4247	2731	2513	3219		88349	79006	105096	91699	125269	148072	211466	225525	238143	315893	395761	418155	429814	419763	345644	311409	223559		19455	20376	19529	31917	90741	102033	109307	138073	95442	132456	155202	147911	192315	136367	141544	81680	122214	
8526	"Radar apparatus, radio navigational aid apparatus and radio remote control apparatus"	309	17	76	525	386	445	954	306	1543	365	2584	3512	4756	9578	7916	5113	3239		99481	88138	79526	87450	130440	273241	221094	199194	161020	216597	283481	323429	390177	524987	474467	486103	507672		25668	36030	31807	62133	61169	83337	122288	117025	85299	130284	189265	171964	189149	207515	154813	143714	173136	
4810	"Paper and paperboard, coated on one or both sides with kaolin "China clay" or other inorganic ..."	808	1611	1969	4595	6676	2340	7445	3610	28524	10102	18320	21536	25000	25669	6466	6972	3338		938889	971994	1061757	1239721	1226076	1201839	1275264	1326373	1151730	1312107	1601536	1544468	1541068	1409465	1274133	1233515	1310766		142615	200354	260113	317445	377416	423712	584147	569897	512287	600850	689025	640682	712272	777643	622262	618048	715827	
6005	"Warp knit fabrics "incl. those made on galloon knitting machines", of a width of > 30 cm  (excluding ..."	0	679	1188	3529	2738	2450	2367	5861	1487	1176	2946	1897	2876	1695	1086	2400	3348		0	397905	382081	390247	333405	298430	242582	239122	204007	285814	367189	389849	434436	484743	453622	437471	422511		0	12029	17293	25235	31920	43577	41424	34719	37755	47886	73777	39821	61476	50480	71525	121520	146904	
7211	"Flat-rolled products of iron or non-alloy steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	0	0	26	144	7	1852	2519	4677	2930	1302	632	682	467	3427	2011	956	3436		60717	64626	88460	118062	139703	125418	126080	196478	143495	156207	162507	145174	134775	183877	169489	144708	182043		28344	46289	88047	119209	139195	142037	171599	280403	155090	230148	256706	251008	167331	69246	53891	50631	64050	
9030	"Oscilloscopes, spectrum analysers and other instruments and apparatus for measuring or checking ..."	118	57	80	155	460	855	386	479	310	545	560	352	412	343	592	2793	3484		99563	101017	156343	251328	266363	334648	404069	308887	323498	575386	589821	595620	587240	738391	688664	658407	735119		30216	26915	27402	36816	44053	52588	77624	101476	65432	80581	97264	88305	91741	93373	99575	92584	122143	
3506	"Prepared glues and other prepared adhesives, n.e.s.; products suitable for use as glues or ..."	161	424	161	341	539	792	1490	1457	2516	3953	4281	4348	5031	6663	5308	3742	3513		123145	129382	132437	155933	174948	183510	185869	199080	199463	253821	348078	390454	393142	408495	383285	411376	458978		31995	44686	59026	81158	102044	120076	151816	172711	160574	184496	234048	237236	258769	263656	232014	224860	245378	
