Product code	Product label	Turkey's imports from Greece-Value in 2001	Turkey's imports from Greece-Value in 2002	Turkey's imports from Greece-Value in 2003	Turkey's imports from Greece-Value in 2004	Turkey's imports from Greece-Value in 2005	Turkey's imports from Greece-Value in 2006	Turkey's imports from Greece-Value in 2007	Turkey's imports from Greece-Value in 2008	Turkey's imports from Greece-Value in 2009	Turkey's imports from Greece-Value in 2010	Turkey's imports from Greece-Value in 2011	Turkey's imports from Greece-Value in 2012	Turkey's imports from Greece-Value in 2013	Turkey's imports from Greece-Value in 2014	Turkey's imports from Greece-Value in 2015	Turkey's imports from Greece-Value in 2016	Turkey's imports from Greece-Value in 2017	Greece's exports to world- 	Greece's exports to world-Value in 2001	Greece's exports to world-Value in 2002	Greece's exports to world-Value in 2003	Greece's exports to world-Value in 2004	Greece's exports to world-Value in 2005	Greece's exports to world-Value in 2006	Greece's exports to world-Value in 2007	Greece's exports to world-Value in 2008	Greece's exports to world-Value in 2009	Greece's exports to world-Value in 2010	Greece's exports to world-Value in 2011	Greece's exports to world-Value in 2012	Greece's exports to world-Value in 2013	Greece's exports to world-Value in 2014	Greece's exports to world-Value in 2015	Greece's exports to world-Value in 2016	Greece's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
8464	"Machine tools for working stone, ceramics, concrete, asbestos-cement or like mineral materials ..."	0	32	17	0	0	31	31	0	0	0	0	0	0	3525	0	0	0		1650	1932	2060	2280	3385	8651	4144	4104	1636	1347	2289	1383	2981	4550	389	558	477		33876	19132	26953	51101	49467	65819	87305	72895	33531	39135	104178	68208	105411	89469	61618	67007	58359	
8440	"Bookbinding machinery, incl. book-sewing machines (excluding machinery of heading 8441, general-purpose ..."	53	155	67	36	58	15	4	1	0	0	0	0	0	0	0	0	0		3643	4975	2481	2609	1320	1983	394	440	163	459	1484	1083	1490	132	261	48	193		5729	8826	14745	24078	28206	60756	54297	18362	9756	28359	34843	16899	17338	12614	12961	11515	9037	
8449	"Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		32	8	3	63	1246	34	822	1524	2658	1229	15	54	365	40	5	45	4		5178	1311	33674	21481	35078	6349	4548	26432	15499	60670	75942	39129	45121	26335	125876	32259	27704	
8514	"Industrial or laboratory electric furnaces and ovens, incl. those functioning by induction ..."	0	11	0	24	15	4	10	28	2	6	62	13	0	33	4	0	0		562	815	1169	2717	16563	778	994	1655	301	430	1055	385	509	2287	275	274	628		25546	12582	36778	32472	45802	56667	59728	68244	95415	67387	117821	76897	69665	62859	75110	61219	60283	
8530	"Electrical signalling, safety or traffic control equipment for railways, tramways, roads, inland ..."	7	6	6	0	11	0	0	0	0	0	0	0	0	0	0	9	0		29	290	175	667	98	417	797	336	267	195	194	337	349	302	151	60	75		23938	27251	6780	8283	20240	19970	26318	41944	59008	46851	85920	39150	91158	62751	50480	38317	58466	
8532	"Electrical capacitors, fixed, variable or adjustable "pre-set"; parts thereof"	0	0	0	1	0	0	0	0	0	2	2	26	3	0	0	1	0		20	33	71	91	102	429	247	446	267	164	150	127	102	277	117	216	109		40055	56633	67807	93803	83319	87291	88858	85197	65655	82603	105384	94020	94797	93298	84715	85394	98110	
8548	"Waste and scrap of primary cells, primary batteries and electric accumulators; spent primary ..."	0	0	0	0	0	46	48	0	0	0	29	0	10	0	0	0	0		2049	1692	1804	2104	2524	1674	532	73	223	1762	2887	1997	2760	2802	2571	2428	2509		2079	526	986	2177	2752	3000	4414	3570	3169	4275	2627	1768	1816	1329	3654	9475	7728	
8713	"Carriages for disabled persons, whether or not motorised or otherwise mechanically propelled ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0		16	7	13	22	5	46	146	168	35	52	10	96	152	41	67	243	266		981	1206	1044	1697	3428	4471	7167	9084	4426	7157	9393	8441	13423	13520	13123	14742	17029	
8715	"Baby carriages and parts thereof, n.e.s."	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0		59	91	260	231	83	216	466	429	544	593	455	506	839	773	666	781	853		2847	4345	6944	9234	8284	14024	13433	19781	13394	26349	39916	39568	36656	48350	44241	34457	33760	
9001	"Optical fibres and optical fibre bundles; optical fibre cables (excluding made up of individually ..."	0	0	0	0	0	82	0	0	0	0	0	0	0	0	6	14	0		3098	3055	1269	949	1116	1241	1609	1941	2227	1791	1929	2243	3693	4070	3839	4796	6548		30904	27323	25708	30831	40075	47124	58202	80132	70313	104503	122209	113700	137283	186882	169667	165564	175584	
9008	"Image projectors, and photographic enlargers and reducers (excluding cinematographic)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		173	628	77	12	336	14	46	46	83	109	252	34	45	88	40	314	31		2488	2784	3376	1237	1570	908	1242	1192	174	195	302	164	196	119	77	47	106	
9011	"Optical microscopes, incl. those for photomicrography, cinephotomicrography or microprojection ..."	1	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0	0		42	924	55	23	17	17	159	117	121	170	145	179	246	428	180	33	247		6628	5188	9175	12426	16869	15666	21751	21492	16813	18238	21248	21739	21858	27858	22108	20620	20763	
9105	"Clocks (excluding wrist-watches, pocket-watches and other watches of heading 9101 or 9102, ..."	3	1	0	5	4	5	1	5	2	5	58	3	1	0	0	0	0		79	72	46	52	176	265	374	305	283	371	393	382	298	344	212	249	270		2611	2645	4979	8033	8252	9197	11547	11716	6254	9533	14393	10432	13263	11992	8193	9016	6773	
9111	"Cases for wrist-watches, pocket-watches and other watches, incl. stop-watches, of heading 9101 ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		9	7	132	226	250	210	159	197	4	11	5	4	0	15	7	1	1		154	616	748	1818	1784	1662	1901	1490	1040	2130	2155	2040	3143	3845	2500	3556	3663	
9204	"Accordions and similar instruments; mouth organs"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	4	0	6	3	0	0	0	0	0	0	0	0	0	0	0		26	20	33	56	41	75	0	0	0	0	0	0	0	0	0	0	0	
9207	"Musical instruments, the sound of which is produced, or must be amplified, electrically, e.g. ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		98	131	130	696	277	371	563	467	436	440	890	853	186	88	150	292	218		2180	3563	4445	6599	8702	8216	10629	12482	10679	15590	16759	17443	14822	13515	13461	13391	14207	
9209	"Parts and accessories for musical instruments, e.g. mechanisms for musical boxes, cards, discs ..."	0	0	0	0	0	0	0	2	0	0	1	2	1	0	0	0	0		115	123	371	180	215	213	486	260	180	232	273	339	341	242	183	188	157		787	1232	1453	1718	2220	2736	3084	3244	2965	3823	4491	4086	4253	4166	3679	2979	3413	
9301	"Military weapons, incl. sub-machine guns (excluding revolvers and pistols of heading 9302 and ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0																				11718	33899	10210	2173	0	0	0	0	0	0	0	39871	16563	8651	0	0	0	
9402	"Medical, surgical, dental or veterinary furniture, e.g. operating tables, examination tables, ..."	0	0	0	0	0	11	0	8	1	0	12	0	0	0	0	0	0		137	335	318	702	448	947	678	971	993	480	608	1377	901	386	825	821	1308		7410	4471	12013	13311	24051	26190	31110	42455	19491	27218	32296	26977	26470	37285	29815	32656	24519	
0503	"Horsehair and horsehair waste, whether or not put up as a layer, with or without supporting ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	840	0	0	0	0	0	0	0	0	0	0	0	0	0		190	291	325	202	274	410	0	0	0	0	0	0	0	0	0	0	0	
0704	"Cabbages, cauliflowers, kohlrabi, kale and similar edible brassicas, fresh or chilled"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		413	820	616	254	100	270	273	1421	917	1751	3189	4216	4464	1598	1273	2070	1512		0	0	0	0	0	1	0	4	14	18	1052	430	162	15	394	75	27	
0809	"Apricots, cherries, peaches incl. nectarines, plums and sloes, fresh"	0	0	0	0	0	0	0	0	0	0	0	0	0	6	45	0	0		83769	63863	24340	82287	85239	93664	112959	216050	116974	164818	142585	188536	186027	184891	143425	149214	140972		15	64	12	88	237	101	160	563	89	156	167	197	67	40	133	102	226	
1104	"Cereal grains otherwise worked, e.g. hulled, rolled, flaked, pearled, sliced or kibbled; germ ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		2180	260	19	2390	2980	1926	2419	2975	467	684	53	1634	94	88	197	169	378		246	335	632	146	505	687	894	2023	9087	20384	26722	37235	39020	37777	42152	42478	41428	
1106	"Flour, meal and powder of peas, beans, lentils and other dried leguminous vegetables of heading ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	47	2	4	1	5	9	14	98	52	10	42	27	9	6		1212	878	711	547	1570	1406	1415	1910	1859	1649	2577	617	1444	849	1035	1530	2798	
0101	"Live horses, asses, mules and hinnies"	0	0	6	0	0	16	0	0	0	0	3	2	0	0	0	0	0		16	12	15	1	11	203	648	56	166	13	21	21	50	267	2	232	294		12912	6605	1512	1351	1568	4265	7684	8554	5190	14660	4235	2674	8628	4506	3010	1770	1618	
0103	"Live swine"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	134	30	122	479	588	2030	3804	5500	7614	8073	7884	7518	10008	10264	8362	10392		0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	
1214	"Swedes, mangolds, fodder roots, hay, alfalfa, clover, sainfoin, forage kale, lupines, vetches ..."	0	0	0	0	0	0	0	0	0	0	31	0	1126	22	20	0	0		121	459	243	70	266	240	620	443	639	225	610	375	1481	640	262	679	1143		12	2	0	0	0	425	2111	0	23	2208	3030	6482	5694	1397	522	583	3533	
1502	"Fats of bovine animals, sheep or goats (excluding oil and oleostearin)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		40	82	135	0	0	1	1	3	5	1	1	336	44	19	5	101	423		32074	47237	61550	55930	68082	69605	94343	131660	84807	106988	111854	110253	55815	69058	18897	14325	15684	
2201	"Waters, incl. natural or artificial mineral waters and aerated waters, not containing added ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	52	0		8863	8834	12984	9615	9380	8418	9777	13833	13804	8845	11509	10912	9886	11270	9471	11823	14215		87	105	106	151	206	535	744	1165	825	1099	1751	1909	3262	2467	2975	2518	2063	
2308	"Acorns, horse-chestnuts, marc and other vegetable materials and vegetable waste, vegetable ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		91	92	189	369	483	116	20	145	14	410	664	350	579	2582	1322	993	905		17	40	102	130	113	215	688	682	463	464	521	1475	17308	20735	3438	2422	11410	
2403	"Manufactured tobacco and manufactured tobacco substitutes and "homogenised" or "reconstituted" ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0		13541	6876	11438	5473	4110	5438	570	1649	17393	24099	1881	12755	5479	7524	6500	4981	32899		39804	45745	57956	73323	93446	84111	81816	103570	108667	91298	99695	127116	125657	151301	144314	161585	135384	
2502	"Unroasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2	420	187	1526	7223	9521	18579	3342	22	1996	28336	16151	0	0	0		17	30	46	59	47	75	91	112	43	192	155	86	126	157	289	270	279	
2511	"Natural barium sulphate "barytes"; natural barium carbonate "witherite", whether or not calcined ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	2	37	22	6	2	3	0	0	1354	87	232	30	11	9	40		101	89	65	151	368	162	262	208	177	169	579	1226	4570	5562	1961	1945	2425	
2514	"Slate, whether or not roughly trimmed or merely cut, by sawing or otherwise, into blocks or ..."	0	0	0	0	2	0	0	0	36	21	41	20	63	0	0	0	0		555	1830	2039	1976	2198	3593	2170	1957	1960	1738	1889	2086	2330	1866	1505	1305	1239		1	9	5	20	19	306	0	38	40	166	196	127	233	78	81	113	179	
2521	"Limestone flux; limestone and other calcareous stone, of a kind used for the manufacture of ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		22	16	3	1	2	5	3	6	47	69	32	14	5	1	112	149	46		5	4	0	0	4	28	2	6	6	2	0	0	9	18	9	2	25	
2806	"Hydrogen chloride "hydrochloric acid"; chlorosulphuric acid"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		248	361	410	443	627	718	687	656	825	391	328	513	368	303	211	385	410		124	737	794	1234	1614	2035	2653	2541	595	539	684	837	888	717	712	937	839	
2819	"Chromium oxides and hydroxides"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0		0	1	0	12	74	25	47	57	108	153	1217	206	33	41	99	78	96		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
2821	"Iron oxides and hydroxides; earth colours containing >= 70% by weight of combined iron evaluated ..."	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0		168	137	121	121	139	166	198	461	299	397	359	240	331	291	146	255	290		2585	5240	6492	7291	8268	10299	15466	18198	15222	15581	18319	18057	19887	17289	14918	14124	13789	
2844	"Radioactive chemical elements and radioactive isotopes, incl. their fissile or fertile chemical ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	60	18	9	7	22	2	199	21	77	0	21	4	0	4	40		4476	4347	4628	6380	8016	6792	7275	11397	13170	15483	18940	18624	19920	20122	19063	22543	21194	
2904	"Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		40	54	75	18	11	6	7	104	100	44	1	118	67	132	9	17	254		2414	3010	3392	3329	5252	6157	7232	6817	6687	8354	8581	7551	7426	7240	7375	7297	8577	
2916	"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, ..."	0	0	24	0	0	0	32	0	0	3	2	1	1	1	0	1	0		117	210	89	274	320	509	675	2410	2267	2921	2152	1700	1774	2293	1818	1400	1379		44377	55150	78983	115643	173007	194067	212477	233489	183263	282632	369668	333710	340268	355588	299973	243153	322740	
2918	"Carboxylic acids with additional oxygen function and their anhydrides, halides, peroxides and ..."	7	52	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0		609	630	526	329	282	273	646	845	521	535	420	829	350	631	1174	907	1171		39500	52089	67990	73712	90602	82074	84926	103825	73759	85250	108148	101875	106828	116894	100235	94536	118878	
2601	"Iron ores and concentrates, incl. roasted iron pyrites"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		3	50	0	0	0	1	1	0	0	0	923	24	844	193	0	1	4		82142	163995	161185	205182	315080	538019	636803	749438	902329	923743	1169657	1148803	1159543	1067142	800476	697767	1010678	
2613	"Molybdenum ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0		0	8	62	62	25	101	153	203	1644	841	506	104	9	410	125	8	12	
2615	"Niobium, tantalum, vanadium or zirconium ores and concentrates"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	19	0	0	0	0	0	30	3	0	5	11	4	0	0	0	0		938	1618	1682	2343	4555	5851	5415	4740	2945	4874	9693	7728	5098	5293	5708	7847	8388	
2704	"Coke and semi-coke of coal, of lignite or of peat, whether or not agglomerated; retort carbon"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	6	16	4	8	6	4503	15	44	57	49	18	18	40	2	16	25		48372	60020	56742	94738	107591	76638	95719	96879	58367	54984	128276	115869	131467	73004	110419	100617	468781	
2706	"Tar distilled from coal, from lignite or from peat, and other mineral tars, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0		1	8	2	9	27	44	51	55	0	26	628	73	34	108	142	207	231	
2002	"Tomatoes, prepared or preserved otherwise than by vinegar or acetic acid"	0	0	0	0	0	0	0	0	0	435	1425	0	0	0	107	0	0		78949	89294	76487	72141	93560	109789	89805	105428	100201	100331	90429	71203	70230	88919	74679	62236	58887		9	754	142	501	838	134	143	1589	2691	2789	2875	614	827	1203	1142	651	669	
2923	"Quaternary ammonium salts and hydroxides; lecithins and other phosphoaminolipids, whether or ..."	0	0	0	0	0	0	0	0	0	0	72	23	0	0	4	18	0		253	506	300	149	181	451	551	1357	2812	854	2415	853	1011	715	739	1007	802		3121	3946	4814	5527	6614	7922	7672	9199	9653	12672	15528	16369	21511	24484	23734	19788	22334	
2937	"Hormones, prostaglandins, thromboxanes and leukotrienes, natural or reproduced by synthesis; ..."	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0		42	7	37	85	163	1098	272	575	415	182	331	1151	1871	3095	1294	373	1635		27903	34803	36116	47370	48270	42382	38800	41551	31308	37209	35347	30468	40173	27619	28965	26688	28921	
3503	"Gelatin, whether or not in square or rectangular sheets, whether or not surface-worked or coloured, ..."	0	5	5	8	4	1	0	0	0	0	0	0	0	0	0	0	0		39	28	3	0	29	37	105	106	75	18	50	57	70	54	128	129	264		4520	6053	7607	9372	10059	11991	15949	19442	28832	22956	24064	32993	30116	29379	22896	19165	13050	
3807	"Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewer's pitch and similar ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	1	0	0	11	1	0	0	15	2	5	0	0	1	1	3	1		2	0	10	39	134	212	1115	710	735	539	572	1059	998	755	743	629	720	
3820	"Anti-freezing preparations and prepared de-icing fluids (excluding prepared additives for mineral ..."	28	0	0	0	0	4	0	0	0	0	0	4	0	0	0	0	0		2478	1098	1224	2224	1511	1218	477	457	594	277	322	271	716	587	558	527	589		3026	4203	6406	8953	9540	10053	12728	11281	7340	11678	12197	15570	12928	12772	15248	17107	21871	
3601	"Propellent powders"	34	69	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0		52	88	10	14	22	200	23	11	37	13	101	41	27	3	0	5	0		678	165	1547	1353	3098	1098	1278	2673	3760	5702	8073	6506	6068	8415	9146	8001	8903	
4005	"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excluding ..."	0	0	0	0	0	19	50	0	0	0	0	0	23	0	1	4	0		76	163	1663	2448	1397	740	2131	671	352	1154	2183	394	203	421	370	269	315		8380	10548	18387	26624	31611	39147	57935	65212	46453	53616	79916	76860	91903	85943	77055	79876	88661	
4205	"Articles of leather or composition leather (excluding saddlery and harness bags; cases and ..."	0	3	2	0	0	6	8	2	2	8	3	3	1	0	0	13	0		261	481	1074	1551	1738	2506	4556	5202	10132	10788	8614	10355	7655	5146	393	668	291		3506	8664	12694	11698	11608	11011	14936	18626	13873	16381	16851	16255	23974	29795	27811	28195	28234	
4301	"Raw furskins, incl. heads, tails, paws and other pieces or cuttings suitable for use in furriery ..."	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		603	345	901	2007	1401	5782	9059	22835	6185	23358	29283	39433	51060	45972	60773	58425	63910		227	157	65	238	160	285	97	743	414	640	3094	4460	5096	5647	1566	2627	7417	
4501	"Natural cork, raw or merely surface-worked or otherwise cleaned; cork waste; crushed, powdered ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	1	0	0	0	0	0	0	40	1	0	13	20	3	0		306	370	325	296	224	305	308	318	197	221	242	186	258	261	214	215	384	
4704	"Chemical wood pulp, sulphite (excluding dissolving grades)"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		455	454	339	245	168	216	208	271	63	89	34	11	22	19	10	12	9		6904	8481	8116	6845	6898	7315	7040	4455	2519	5223	9808	6526	4496	4151	4300	3198	14789	
4706	"Pulps of fibres derived from recovered "waste and scrap" paper or paperboard or of other fibrous ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		14	56	7	2	83	16	24	36	58	200	72	224	11	14	47	68	71		188	384	290	467	580	650	654	930	3357	2785	3379	4450	4046	2715	3276	2236	2686	
4402	"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding wood charcoal ..."	0	0	0	0	0	0	0	0	0	0	0	135	643	228	1	0	0		59	42	68	92	35	0	155	297	303	187	289	511	1118	549	319	298	398		319	246	505	1708	2379	3943	5844	4878	6053	7777	10642	17630	32954	29869	36676	39262	39486	
4804	"Uncoated kraft paper and paperboard, in rolls of a width > 36 cm or in square or rectangular ..."	1	0	0	1	1	0	27	8	2	179	1	7	0	0	0	0	0		588	636	603	375	832	158	583	864	512	389	872	225	210	387	710	1067	1376		47706	70791	125541	148746	165415	207564	253288	291974	224887	353500	397686	354520	409637	420801	344183	321218	356249	
4905	"Maps and hydrographic or similar charts of all kinds, incl. atlases, wall maps, topographical ..."	0	0	0	0	0	3	58	20	23	46	53	0	0	0	0	0	0		741	1003	1855	1755	3286	2247	2492	5020	5260	3442	3398	3346	5334	8120	8182	7487	6523		360	1588	625	621	1172	1066	2105	2312	2042	1449	1272	1451	1541	1783	1222	596	316	
5002	"Raw silk "non-thrown""	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0		3792	2931	2951	3821	2910	2448	2764	1924	1146	2205	3359	1575	2425	2291	1524	1014	614	
5103	"Waste of wool or of fine or coarse animal hair, incl. yarn waste (excluding garnetted stock, ..."	0	0	0	0	0	29	32	0	0	0	0	0	0	0	0	0	0		22	63	58	32	0	0	3	0	0	0	0	0	0	0	0	24	0		301	437	598	1560	1279	1471	1944	1939	1053	1353	818	1594	901	1316	594	785	445	
5204	"Cotton sewing thread, whether or not put up for retail sale"	0	0	0	0	0	1	0	2	0	3	10	17	14	11	4	3	0		9543	8322	9799	6501	5521	5762	6694	5267	4260	4555	5288	3369	4036	2908	2548	2176	1715		680	723	606	482	246	336	644	944	1195	2224	3220	4447	4278	2658	3088	3200	2206	
5306	"Flax yarn"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		6	24	193	259	362	295	83	63	65	3	15	0	22	4	0	1	0		4293	7967	7215	9782	10200	12020	20859	14000	10677	13489	21196	27356	25975	24683	23928	19826	19869	
5308	"Yarn of vegetable textile fibres; paper yarn (excluding flax yarn, yarn of jute or of other ..."	0	6	16	28	91	52	2	0	0	0	0	0	0	0	0	0	0		21	2	16	10	91	133	116	83	42	23	59	16	16	38	10	19	26		879	683	1277	1782	2615	1567	1335	1070	961	849	1274	806	810	1453	1524	1457	1439	
5311	"Woven fabrics of other vegetable textile fibres; woven fabrics of paper yarn (excluding those ..."	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	0	0		23	23	59	77	11	240	134	101	34	28	14	0	3	1	0	3	85		4887	4932	9024	18913	16209	6356	2302	1321	1280	1749	2468	3857	6398	9149	3756	3913	3917	
5909	"Textile hosepiping and similar textile tubing, whether or not impregnated or coated, with or ..."	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0		47	21	3	11	13	2	13	13	7	8	58	59	63	76	95	95	96		447	566	671	776	1090	1202	2493	2795	1654	1788	2083	1555	1398	1091	1470	887	1259	
6812	"Fabricated asbestos fibres; mixtures with a basis of asbestos or with a basis of asbestos and ..."	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0		84	45	63	46	49	60	109	173	260	122	73	18	7	2	24	14	119		5714	7482	6508	4716	3684	2117	2430	2133	1296	1901	143	1	0	0	0	0	0	
6814	"Worked mica and articles of mica, incl. agglomerated or reconstituted mica, whether or not ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0		54	63	9	0	36	11	1	103	25	4	36	46	39	277	60	262	230		497	400	680	1564	908	2312	3133	5361	2747	3390	5012	3680	4900	5223	4699	5449	7574	
6309	"Worn clothing and clothing accessories, blankets and travelling rugs, household linen and articles ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		560	384	287	399	266	30	33	183	103	44	39	97	230	208	492	2381	3589		14	2	5	4	1	13	73	48	6	8	5	2	13	1	0	0	9	
6801	"Setts, curbstones and flagstones, of natural stone (excluding slate)"	0	0	0	0	0	0	0	0	0	0	0	0	81	2	0	3	0		43	57	56	33	34	79	147	365	196	280	48	386	211	400	209	111	206		583	20	419	812	6115	9041	5060	1283	2137	1109	809	1310	2756	1066	509	1574	2616	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	0	0	0	0	0	8	2	1	0	2	0	0	0	0	0	0	0		354	965	263	232	203	242	346	246	400	285	95	256	234	221	257	171	634		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
7005	"Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, ..."	0	0	0	0	0	0	0	0	0	2	17	0	0	0	0	0	0		1888	1358	1947	2428	2578	4253	3893	6712	3366	2175	2062	2773	4086	2668	4290	4283	4919		20791	28405	39469	53139	84453	143627	170856	114670	87448	116384	115536	105949	147130	180137	159865	155501	147104	
7103	"Precious stones and semi-precious stones, whether or not worked or graded, but not strung, ..."	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0		13	51	103	376	150	301	394	305	212	1763	404	214	56	118	293	28	74		709	803	819	2879	1763	965	1249	2451	1362	2753	2116	2007	1457	1514	1593	2282	2484	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0		13	110	1	19	32	25	0	8	62	64	0	68	0	0	0	0	0		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
7217	"Wire of iron or non-alloy steel, in coils (excluding bars and rods)"	14	101	108	20	0	0	1	27	2	11	0	4	2	50	19	15	0		4126	3558	3757	5690	3852	3122	6223	11588	8690	7319	18163	17873	18459	18147	14519	11162	17287		18959	18065	26968	41780	41829	43462	64039	77709	41166	65224	98020	76331	76219	77904	66267	58744	64702	
