Product code	Product label	Turkey's imports from United States of America-Value in 2001	Turkey's imports from United States of America-Value in 2002	Turkey's imports from United States of America-Value in 2003	Turkey's imports from United States of America-Value in 2004	Turkey's imports from United States of America-Value in 2005	Turkey's imports from United States of America-Value in 2006	Turkey's imports from United States of America-Value in 2007	Turkey's imports from United States of America-Value in 2008	Turkey's imports from United States of America-Value in 2009	Turkey's imports from United States of America-Value in 2010	Turkey's imports from United States of America-Value in 2011	Turkey's imports from United States of America-Value in 2012	Turkey's imports from United States of America-Value in 2013	Turkey's imports from United States of America-Value in 2014	Turkey's imports from United States of America-Value in 2015	Turkey's imports from United States of America-Value in 2016	Turkey's imports from United States of America-Value in 2017	United States of America's exports to world- 	United States of America's exports to world-Value in 2001	United States of America's exports to world-Value in 2002	United States of America's exports to world-Value in 2003	United States of America's exports to world-Value in 2004	United States of America's exports to world-Value in 2005	United States of America's exports to world-Value in 2006	United States of America's exports to world-Value in 2007	United States of America's exports to world-Value in 2008	United States of America's exports to world-Value in 2009	United States of America's exports to world-Value in 2010	United States of America's exports to world-Value in 2011	United States of America's exports to world-Value in 2012	United States of America's exports to world-Value in 2013	United States of America's exports to world-Value in 2014	United States of America's exports to world-Value in 2015	United States of America's exports to world-Value in 2016	United States of America's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
7409	"Plates, sheets and strip, of copper, of a thickness of > 0,15 mm (excluding expanded sheet ..."	430	66	141	247	490	376	420	604	383	812	894	778	1084	825	1428	1049	967		216163	164527	187821	272277	353088	401105	441881	462807	273719	393729	461052	423952	457589	463495	390956	371627	463593		10742	19705	23954	34639	41665	49925	69039	68543	31619	66700	71010	88188	81945	78714	76308	62622	69646	
3101	"Animal or vegetable fertilisers, whether or not mixed together or chemically treated; fertilisers ..."	0	0	0	358	401	450	651	2696	685	1106	1690	1140	884	1428	1391	1212	979		0	0	0	0	0	0	0	29771	19211	22286	24581	25334	31020	31552	35399	35230	37802		297	444	804	1936	3091	2455	3468	5560	2771	4037	6023	6237	5568	7087	5857	5741	6640	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	526	944	1693	987	1467	1445	1392	2552	1573	568	708	1033	694	1434	1578	890	980		458791	559229	614157	465595	464175	526079	538754	655186	563289	655287	771858	751819	786169	700181	747505	733776	865208		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
7506	"Plates, sheets, strip and foil, of nickel (excluding expanded plates, sheets or strip)"	182	1201	3042	3022	2644	3661	5600	10526	6812	6478	4363	4279	1807	2048	2097	1325	989		127586	126375	87966	106043	140316	196253	279681	342328	218550	303823	522923	407622	401901	387201	486842	313374	342946		3420	3276	5000	7240	10033	13146	16359	17831	11246	12295	13481	12480	7897	7734	7966	6517	4987	
3806	"Rosin, resin acids and derivatives thereof; rosin spirit and rosin oils; run gums"	42	1	1	49	120	166	51	50	61	229	92	66	1364	1285	489	944	993		81376	72504	71339	72973	74391	76161	77101	83595	59145	93831	143372	133116	145356	167209	170448	153307	150267		7396	9398	9852	14066	16056	22052	21592	22489	18795	33855	56860	43148	44367	55137	47523	41644	45170	
8510	"Electric shavers, hair clippers and hair-removing appliances, with self-contained electric ..."	32	32	146	130	182	326	370	243	266	270	390	416	278	261	297	488	996		63105	68858	77884	94580	98943	100369	116295	127639	127292	157550	151426	162206	159528	169026	175146	170300	196977		6105	8363	16074	27210	37532	47046	40793	50912	30658	47174	44047	43134	44700	42354	37477	43617	35894	
2803	"Carbon "carbon blacks and other forms of carbon", n.e.s."	217	202	210	382	251	420	392	470	486	888	1437	432	418	480	814	869	1000		171023	164358	199749	211560	217416	226151	244476	306538	190225	289597	332775	334451	322066	342610	286930	262441	311129		26977	36314	53142	68194	84855	97119	128944	180743	129465	202357	299568	258980	261042	254319	173622	142263	202823	
6203	"Men's or boys' suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches ..."	181	1149	329	849	1089	676	1343	1697	1161	1080	905	968	815	1456	1286	1102	1028		711142	604812	546066	424029	451122	359721	320617	329660	317607	369046	407406	418147	424879	416413	440380	411540	368286		24177	29925	44849	82601	102278	118082	169278	251561	229240	307028	341362	293315	367141	345528	303431	253757	224565	
9613	"Cigarette lighters and other lighters, whether or not mechanical or electrical and parts thereof, ..."	152	184	327	568	441	779	834	774	641	831	516	962	832	1282	1089	1138	1051		80085	82632	85315	91777	89433	85107	93335	93983	83982	92163	108027	119446	124251	127485	113320	124660	98610		8903	8912	10134	14562	18881	20596	19944	19960	21167	25016	25958	28039	29868	31255	30067	26623	27607	
8308	"Clasps, frames with clasps, buckles, buckle-clasps, hooks, eyes, eyelets and the like, of base ..."	409	908	1194	1573	1418	1026	1051	666	226	319	575	702	1330	940	804	1138	1058		61252	70191	71220	82795	97444	112443	107124	127500	93653	103523	125552	111602	116492	156905	139030	151188	144183		9836	14360	17944	25785	29009	31401	40851	43178	35444	48576	51762	55191	57458	54948	42634	37589	44202	
8204	"Hand-operated spanners and wrenches, incl. torque meter wrenches (excluding tap wrenches), ..."	82	206	224	290	232	358	385	920	782	773	1215	1392	1421	1523	1579	1464	1058		122332	108110	106844	120282	128705	159876	200809	222199	200527	248509	301020	318762	311252	308054	280526	266851	242647		3286	4764	6251	9907	12816	13956	22473	26706	17659	31529	47533	42485	52547	48717	39274	26214	24417	
8509	"Electromechanical domestic appliances, with self-contained electric motor; parts thereof (excluding ..."	775	707	3128	4290	6038	5273	1343	794	450	867	1186	1120	1879	1560	1850	1118	1059		687539	686543	673096	746672	959382	872309	328003	418561	360790	420496	412229	499432	616406	630711	686531	644674	651038		29991	25272	43672	75107	116275	129554	53681	58074	48763	70847	77453	67224	70533	68537	60154	42631	41119	
3924	"Tableware, kitchenware, other household articles and toilet articles, of plastics (excluding ..."	234	387	301	878	1082	1391	1928	1997	1188	1411	2594	1589	2237	2615	2265	2423	1059		572118	535127	542547	569667	602955	658767	749136	858677	722232	788402	844317	877690	876779	950480	895854	881885	885223		6529	8630	12415	18791	27970	34027	49250	59911	51352	66151	90617	81860	91128	93346	80982	68253	60142	
3407	"Modelling pastes, incl. those put up for children's amusement; preparations known as "dental ..."	20	38	38	116	182	275	159	254	362	188	716	688	512	580	591	956	1061		35222	34967	34782	38453	40580	49282	41548	55395	46166	51504	55086	62529	58338	66332	69811	62369	72891		934	1442	2399	3481	4229	6089	7284	11637	8689	9527	29848	27744	27712	22782	18623	19158	14784	
7102	"Diamonds, whether or not worked, but not mounted or set (excluding unmounted stones for pick-up ..."	186	121	192	1002	702	411	1102	2032	511	399	326	274	532	201	436	288	1075		4250883	4633562	5245243	7047420	8624624	9673900	11911356	14754459	9988001	14135727	18291482	16990713	19444046	21334642	18566542	19498836	18995119		2262	4374	7711	15684	25412	23424	32991	27540	11076	26828	30583	24645	19599	38082	56125	80749	77404	
2103	"Sauce and preparations therefor; mixed condiments and mixed seasonings; mustard flour and meal, ..."	169	139	156	196	212	223	259	523	718	628	880	1266	1393	1785	1099	1171	1079		467763	482584	508196	561588	604651	667178	730281	860777	887606	991417	1104782	1212637	1340208	1500624	1651233	1673754	1729484		3821	6418	9398	11016	10657	10557	11912	15057	13727	16947	19478	22163	22894	29864	29382	32233	38672	
2829	"Chlorates and perchlorates; bromates and perbromates; iodates and periodates"	4	15	17	19	12	115	38	305	40	179	111	599	132	395	217	20	1084		20507	30368	15359	16668	18465	13193	24138	30161	21920	27210	26750	32321	32444	39421	36870	28426	38035		1513	1357	2097	1545	1938	3698	3059	3908	4065	5374	8508	5609	5925	5857	5305	5234	5373	
7505	"Bars, rods, profiles and wire, of nickel (excluding electrically insulated products)"	84	383	470	1580	1927	1318	3318	3370	658	792	677	952	783	1036	777	830	1095		172041	139804	166078	234644	385297	588087	724702	782908	425304	530757	709079	830866	760237	724357	712822	704542	739860		1148	2621	3710	5600	6257	7909	13001	10252	4889	8333	9581	6392	8178	9049	7893	6503	9170	
6804	"Millstones, grindstones, grinding wheels and the like, without frameworks, for milling, grinding, ..."	185	289	186	589	387	611	843	1091	421	535	899	913	1144	1043	1160	935	1104		126069	116103	123466	148488	160084	162612	165938	164854	136473	176976	209665	213743	217885	240459	236114	239911	253705		10425	13070	16514	23966	26116	28939	43968	43260	23030	40755	56644	60139	65910	70280	70788	70023	68477	
3102	"Mineral or chemical nitrogenous fertilisers (excluding those in pellet or similar forms, or ..."	78	92	49	109	1168	3716	116	1729	2176	848	1022	817	481	759	701	642	1108		0	0	0	0	0	0	0	687278	434823	454270	622322	837593	787789	792277	686706	592799	701237		163365	180797	249522	390788	415316	519158	679057	941530	688096	664070	831557	848335	1036281	987545	736409	694886	849798	
3401	"Soap; organic surface-active products and preparations for use as soap, in the form of bars, ..."	171	161	337	505	741	667	1005	1365	1319	1386	2141	1711	1921	2032	1183	1546	1113		262514	274374	308760	343369	406516	447318	511428	640350	760369	784435	786645	821574	856399	899877	903050	923362	892955		8790	4985	6895	8645	7952	16188	21402	27613	37758	48294	73541	69992	84793	85330	93694	90575	106352	
6807	"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch"	409	1431	2629	904	2576	2575	1385	866	613	186	579	928	615	237	323	401	1126		113830	138806	156030	193409	235105	270862	287241	326501	276505	338525	371754	455047	462136	410836	413351	410462	395362		6359	8051	8916	12370	15702	29442	21746	22950	23880	24537	23249	18277	20820	19049	14349	13308	15833	
9028	"Gas, liquid or electricity supply or production meters, incl. calibrating meters therefor"	433	320	10160	734	1297	1197	468	669	9536	926	267	1180	686	1184	953	1144	1126		311394	285098	285499	271275	327784	418943	476493	527506	539047	663576	636142	795939	729181	779070	773316	797522	662447		11970	31007	37421	43836	52788	47135	41142	52644	55610	46729	47540	47778	56682	63073	50762	41368	35607	
3819	"Hydraulic brake fluids and other prepared liquids for hydraulic transmission not containing ..."	125	122	188	109	396	130	286	244	68	90	138	251	458	824	681	687	1140		68111	64809	74282	90077	94480	111793	149597	161829	126986	153673	185505	204131	184698	188797	165688	160508	156495		4955	5197	5627	7062	6394	7736	8927	10830	7746	10200	12837	12018	12837	16501	10725	11600	17261	
2823	"Titanium oxides"	1	24	8	48	0	0	0	1	145	16	4	99	15	1	5	5	1151		67237	47030	38701	37204	33083	26049	17326	11630	8899	13180	22795	15100	11218	11734	9843	11826	11788		5247	5737	5986	8147	7431	8248	8883	8589	6216	9264	14280	12066	12978	12268	7539	8478	13483	
7105	"Dust and powder of natural or synthetic precious or semi-precious stones"	9	251	353	437	274	541	644	888	1072	1072	1286	1717	1736	1881	1640	1436	1151		82264	65315	55199	64473	65948	64153	68876	66783	40555	66088	85861	91893	82156	85241	71933	67543	76147		2748	2475	3138	3364	4462	4172	4415	3640	3822	4722	5280	5888	5653	5692	4904	4212	4524	
7220	"Flat-rolled products of stainless steel, of a width of < 600 mm, hot-rolled or cold-rolled ..."	173	75	129	41	162	428	605	1138	343	194	298	388	404	3839	1925	945	1152		209329	204140	244942	301113	418371	416776	518032	501184	279019	309851	363229	367085	348090	405105	335373	375336	430489		23247	32423	49838	79038	97549	114822	140516	131757	88742	122248	134685	118804	107459	129929	103484	99209	129340	
9403	"Furniture and parts thereof, n.e.s. (excluding seats and medical, surgical, dental or veterinary ..."	4061	4070	3326	2422	5206	3442	3034	2734	1920	2969	3162	2831	3330	4017	2148	1447	1155		1818950	1618476	1596949	1826593	2093041	2295626	2556966	2921610	2272284	2607493	2877703	3122257	3188198	3233536	3067545	2901167	2939492		62129	54212	57222	100180	139772	211370	285679	305919	208278	242083	348733	289724	374673	352095	305812	212004	207108	
3810	"Pickling preparations for metal surfaces; fluxes and other auxiliary preparations for soldering, ..."	68	127	215	234	334	388	394	572	428	1128	715	583	874	1199	903	996	1160		116579	84420	82640	100752	104362	136330	131172	150597	119923	164408	186863	173732	188356	182191	174974	179980	190686		4598	5957	8452	9087	11383	13270	17481	17330	16073	17914	17654	16412	19111	16622	17621	16426	16621	
8609	"Containers, incl. containers for the transport of fluids, specially designed and equipped for ..."	11	16	79	1652	347	130	19	41	296	819	597	396	1258	1884	637	207	1163		68480	59861	71436	105330	151921	135012	151713	135840	128597	155273	218950	336734	394541	519875	535051	445647	383636		1406	7374	1601	8333	5251	2245	1975	5315	2912	7843	8804	8169	7710	19301	5287	6066	14089	
6003	"Knitted or crocheted fabrics, of a width <= 30 cm (excluding those containing by weight >= ..."	0	16	25	12	1	34	31	3	0	0	0	13	27	19	166	971	1175		0	24184	23370	31376	25777	36275	31799	31571	14503	30518	47387	53260	36198	31763	27151	25448	26670		0	1183	1345	1581	3966	3273	2617	1775	1540	2287	2666	2847	2359	3379	3244	4109	3563	
3212	"Pigments, incl. metallic powders and flakes, dispersed in non-aqueous media, in liquid or paste ..."	251	478	1096	821	731	880	541	579	422	565	732	503	724	495	535	470	1197		252315	228076	183674	195230	195097	204472	206759	192981	146046	225795	210269	202601	214764	195259	201170	210788	214266		9840	14060	20151	27809	30183	43124	59331	55509	39721	48147	55058	52523	55123	53294	46986	45165	53931	
2512	"Siliceous fossil meals, e.g. kieselguhr, tripolite and diatomite, and similar siliceous earths, ..."	214	94	95	178	227	223	283	338	338	299	556	887	1283	1213	1118	933	1204		47998	40461	43328	53780	60572	157539	60042	67770	41124	44524	56197	50922	49023	44554	41191	38473	45153		634	788	1099	892	964	1101	1068	1223	983	908	1332	1683	1789	1611	2672	1530	2254	
8446	"Weaving machines "looms""	23	360	971	877	2586	2944	2058	1250	0	1847	1373	1191	777	1151	158	0	1212		30162	25481	27287	59864	42464	53138	67503	38684	29329	37978	15923	16578	12790	16389	9528	9844	14829		80524	207914	378428	306531	290736	300522	208692	161688	39834	148464	277749	412513	443435	320874	149690	205693	244402	
4012	"Retreaded or used pneumatic tyres of rubber; solid or cushion tyres, tyre treads and tyre flaps, ..."	9	68	182	241	263	374	1414	1150	462	553	645	711	763	614	693	2200	1230		99940	96752	102824	111575	119983	170682	170240	197044	151256	167537	192912	227363	199570	189478	153307	156199	136120		3347	4743	6983	8789	10821	12013	19537	24687	19479	24808	28962	29815	35264	34085	36479	39981	43528	
3914	"Ion-exchangers based on polymers of heading 3901 to 3913, in primary forms"	78	11	564	88	47	48	70	1417	915	90	32	62	30	4	267	1404	1267		86054	86970	81474	90855	101010	94989	104756	112345	113902	151490	183664	180806	162303	143751	175488	167298	182660		2890	3808	4922	6209	5518	6763	7172	10469	8515	7411	10615	9817	12289	14347	14371	13308	15607	
9306	"Bombs, grenades, torpedos, mines, missiles, cartridges and other ammunition and projectiles ..."	25425	3298	745	3771	521	1734	680	852	1769	2189	4654	5239	5031	3910	11518	1441	1269		1521447	1537575	1308018	1471392	1488631	2135436	2064930	2171277	2506571	2713544	2625711	2952336	3485872	3326548	3893757	4316352	4225580		130755	108491	66646	83521	12559	15215	20164	21091	19450	21341	30497	48090	42250	45354	82665	30601	94952	
8716	"Trailers and semi-trailers; other vehicles, not mechanically propelled (excluding railway and ..."	168	19	270	754	763	477	581	1289	731	3201	2601	2317	1628	2014	1536	1306	1280		928518	963103	1090831	1585973	2088625	2622720	2955991	3006002	1901567	2648695	3274103	3759334	4126693	4073835	3468745	3193213	3563476		18399	33356	74099	121150	102045	149624	194697	195115	69484	128407	260935	208174	205574	197319	162081	142934	152017	
4902	"Newspapers, journals and periodicals, whether or not illustrated or containing advertising ..."	125	676	570	785	1450	1410	1728	1817	1889	1336	238	1982	2888	650	1305	1470	1290		940050	887007	1032407	1093253	1187308	1277337	1279400	1272679	1117201	1202701	1191721	1049355	952062	818756	630354	537088	482566		13576	20787	20308	25584	23229	22645	27215	29824	21092	19444	16518	14865	14345	9154	8536	6709	4569	
8505	"Electromagnets (excluding magnets for medical use); permanent magnets and articles intended ..."	576	282	719	539	499	654	1106	1020	1015	607	636	633	1006	1137	1261	1163	1302		285118	234962	242004	293819	315051	292667	303783	306130	246267	319926	372506	391827	411720	440170	397264	425114	451611		8652	14542	23570	35905	46136	49102	58814	58524	36614	52613	78496	64090	65699	70099	68864	64901	72304	
2818	"Artificial corundum, whether or not chemically defined; aluminium oxide; aluminium hydroxide"	123	494	271	264	481	1286	695	1846	919	911	1919	1741	1268	1083	839	420	1333		456089	404208	426795	492640	810901	918297	808249	747962	538264	845879	1008722	930502	1055338	1045627	987427	632821	481697		11666	16696	21253	24703	27676	35326	38818	52265	34678	52287	59159	55491	64746	71272	58525	72087	75862	
8459	"Machine tools, incl. way-type unit head machines, for drilling, boring, milling, threading ..."	141	5	1430	214	290	588	1545	1039	365	1528	1405	1134	605	968	290	1173	1337		180117	171806	149129	148312	176803	201663	209751	292137	220252	218382	292497	310740	267817	247768	261339	212021	177615		18906	29706	36281	54996	48833	69612	64385	75714	28485	49087	76762	104401	70397	72703	66390	65071	60961	
8714	"Parts and accessories for motorcycles and bicycles and for carriages for disabled persons, ..."	74	105	139	237	517	540	773	1021	569	614	520	3430	1362	1505	1885	1543	1347		362912	357078	412763	428439	493262	535063	620485	728964	597130	641636	734815	811869	804388	807703	794190	714675	694085		19643	19615	35148	66570	76052	72809	86992	102278	70972	113569	153930	147010	130889	141296	149232	130240	99240	
2819	"Chromium oxides and hydroxides"	1	3	2	12	2	146	483	867	803	1145	842	1122	1159	1328	1513	1445	1354		36892	23515	20778	23300	18571	20808	31980	39020	28470	57839	81564	101592	86316	91819	26863	0	0		1091	2070	2173	3309	3383	3878	4452	6037	4327	6291	5424	6637	6252	5218	5374	5227	5543	
1207	"Other oil seeds and oleaginous fruits, whether or not broken (excluding edible nuts, olives, ..."	173	141	112	3912	258	29	156	42	57	0	1	2330	1070	1270	1043	1218	1382		82116	79787	86757	98801	94517	114117	137555	150550	88766	114420	101475	87021	162047	205568	188436	204090	247111		22547	41531	44719	79728	88781	80584	95344	130380	131269	147405	142373	170941	226534	283975	275745	288877	299325	
7315	"Chain and parts thereof, or iron or steel (excluding watch chains, necklace chains and the ..."	255	574	706	609	962	1590	1468	1100	847	1312	1902	1203	1574	1549	1733	1017	1405		113005	112669	130195	139703	164721	188840	200005	231544	201375	261342	338539	330636	367102	401855	370659	329479	380879		6545	8940	11865	18287	19157	26822	31209	35172	24566	29972	43638	40971	40558	41981	39382	39598	48159	
7322	"Radiators for central heating, non-electrically heated, and parts thereof, of iron or steel; ..."	369	309	383	624	641	1264	1297	865	411	943	1693	1811	2160	2041	1123	1305	1419		146768	169513	188243	220274	236176	272281	277016	293543	316978	309812	319401	328547	354298	394922	376625	339175	348858		7167	5124	5672	10437	10614	17609	17970	17339	15331	15083	22476	22238	25806	23285	20513	15491	17673	
