Product code	Product label	Turkey's imports from Egypt-Value in 2001	Turkey's imports from Egypt-Value in 2002	Turkey's imports from Egypt-Value in 2003	Turkey's imports from Egypt-Value in 2004	Turkey's imports from Egypt-Value in 2005	Turkey's imports from Egypt-Value in 2006	Turkey's imports from Egypt-Value in 2007	Turkey's imports from Egypt-Value in 2008	Turkey's imports from Egypt-Value in 2009	Turkey's imports from Egypt-Value in 2010	Turkey's imports from Egypt-Value in 2011	Turkey's imports from Egypt-Value in 2012	Turkey's imports from Egypt-Value in 2013	Turkey's imports from Egypt-Value in 2014	Turkey's imports from Egypt-Value in 2015	Turkey's imports from Egypt-Value in 2016	Turkey's imports from Egypt-Value in 2017	Egypt's exports to world- 	Egypt's exports to world-Value in 2001	Egypt's exports to world-Value in 2002	Egypt's exports to world-Value in 2003	Egypt's exports to world-Value in 2004	Egypt's exports to world-Value in 2005	Egypt's exports to world-Value in 2006	Egypt's exports to world-Value in 2007	Egypt's exports to world-Value in 2008	Egypt's exports to world-Value in 2009	Egypt's exports to world-Value in 2010	Egypt's exports to world-Value in 2011	Egypt's exports to world-Value in 2012	Egypt's exports to world-Value in 2013	Egypt's exports to world-Value in 2014	Egypt's exports to world-Value in 2015	Egypt's exports to world-Value in 2016	Egypt's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
3403	"Lubricant preparations, incl. cutting-oil preparations, bolt or nut release preparations, anti-rust ..."	0	0	0	0	0	0	552	950	296	40	126	23	84	63	96	78	61		0	0	184	450	288	341	615	479	874	619	345	1626	2888	5782	4978	41316	2677		35496	46553	61886	78975	86295	108534	151624	182741	123649	137549	167671	144388	169061	162748	141443	136005	150734	
4005	"Compounded rubber, unvulcanised, in primary forms or in plates, sheets or strip (excluding ..."	0	0	0	0	0	0	5	17	0	110	66	0	0	0	0	0	62		149	4	26	109	178	90	79	145	383	37	165	258	551	758	790	34	258		8380	10548	18387	26624	31611	39147	57935	65212	46453	53616	79916	76860	91903	85943	77055	79876	88661	
8413	"Pumps for liquids, whether or not fitted with a measuring device (excluding ceramic pumps and ..."	0	82	0	0	0	0	21	0	91	3	55	6	3	1	0	2	63		1219	251	65	300	46	647	135	3006	3920	1604	1159	3323	2466	1854	1371	1732	750		161666	215639	275663	375431	421154	513470	611304	715898	553150	750269	876009	792653	968562	881495	851527	889133	975186	
7616	"Articles of aluminium, n.e.s."	0	0	0	0	0	1	1	0	1	0	1	6	0	0	0	0	66		560	982	1014	907	972	1554	1356	65052	74347	46312	22497	29014	103713	16256	22556	14628	10714		9414	12954	15480	22651	29029	40293	49538	62683	52601	56594	68074	62738	72285	84338	77804	89616	94590	
4820	"Registers, account books, notebooks, order books, receipt books, letter pads, memorandum pads, ..."	0	0	0	6	0	0	0	0	0	1	3	1	3	0	0	0	66		644	614	214	320	237	94	69	1024	5850	11457	22806	23652	22892	21228	23335	21597	25477		9754	15130	20561	27619	29549	35120	45469	50929	37268	62078	62797	54578	48095	45395	37326	27749	16873	
3812	"Prepared rubber accelerators; compound plasticisers for rubber or plastics, n.e.s.; anti-oxidising ..."	0	0	0	16	0	0	0	0	0	0	0	20	0	0	0	2	66		0	0	127	0	0	0	7	1	44	43	6	12	0	27	0	2	28		19643	29279	39983	47459	52878	58204	63007	67181	55049	67773	84349	74620	74657	77611	83134	80378	94046	
6108	"Women's or girls' slips, petticoats, briefs, panties, nightdresses, pyjamas, négligés, bathrobes, ..."	5	23	59	482	703	408	1091	777	624	186	111	225	225	609	34	16	67		1405	2851	1543	1210	463	198	314	2980	3835	5096	6250	5037	3998	1867	909	2123	2285		3132	2750	4211	7039	7248	8611	13935	17328	18062	20358	27036	21859	22200	26736	23007	20100	18245	
6114	"Special garments for professional, sporting or other purposes, n.e.s., knitted or crocheted"	0	0	0	1	0	24	2	154	32	338	32	150	469	0	19	21	69		1055	1245	468	285	6	80	5	122	11173	49831	118766	88904	104630	85823	71176	52625	73375		1815	1181	2418	3853	7906	10110	12575	15162	11502	13598	9228	6197	6621	6684	7887	8982	10867	
2101	"Extracts, essences and concentrates, of coffee, tea or maté and preparations with a basis of ..."	0	0	0	0	0	25	0	0	0	0	179	361	313	249	198	62	71		10	240	989	1151	273	829	927	968	12922	21015	25816	27296	22746	15994	18284	22135	18913		23802	25888	31406	42199	52338	66435	69428	88247	64886	69825	99473	87355	96353	102872	113232	120811	140731	
3105	"Mineral or chemical fertilisers containing two or three of the fertilising elements nitrogen, ..."	0	0	0	0	0	0	2	102	144	0	190	1876	1777	0	4528	1020	72		38	1247	3762	1938	2880	886	7351	1310	18606	11704	2289	3682	6718	1764	10165	9773	8493		84024	63804	116744	208809	293532	221455	247748	459801	324363	290753	467200	451267	384260	403694	416009	501725	443409	
6102	"Women's or girls' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	0	0	0	1	0	0	21	39	13	3	24	4	0	73		0	0	3	45	0	0	24	13349	16515	2657	2667	1474	113	449	257	600	328		1077	1785	2657	3338	3468	4830	6041	9961	8263	9859	11318	8116	9224	13009	13620	13607	17356	
8536	"Electrical apparatus for switching or protecting electrical circuits, or for making connections ..."	3	15	0	5	28	11	22	34	7	4	48	1115	1280	204	88	106	79		598	986	971	4177	1883	2099	2078	16901	11094	18131	18393	17884	25740	25943	24113	14357	25234		177174	235030	335031	445295	487230	622221	907882	889048	672957	857610	1064535	982496	1118676	1093935	1074207	1029851	1176400	
9619	"Sanitary towels (pads) and tampons, napkins and napkin liners for babies, and similar articles, ..."	0	0	0	0	0	0	0	0	0	0	0	619	2891	451	854	3815	84		0	0	0	0	0	0	0	0	0	0	0	0	0	164345	168981	209472	243075		0	0	0	0	0	0	0	0	0	0	0	79925	78970	98947	96448	136569	104563	
7615	"Table, kitchen or other household articles, sanitary ware, and parts thereof, of aluminium, ..."	0	98	406	160	0	201	346	603	354	412	1634	2377	1445	373	236	212	85		6311	5078	6589	3754	6465	4237	7784	12682	14466	17983	21953	29916	14324	14174	16080	21321	12911		5173	6402	9171	12485	13934	13813	13475	19056	13533	25176	28518	30250	40031	33501	34086	27389	13346	
5903	"Textile fabrics impregnated, coated, covered or laminated with plastics (excluding tyre cord ..."	0	0	0	0	0	1	26	220	38	35	173	476	24	0	4	34	88		0	19	17	43	0	14	0	24	127	48	37	13	17	84	20	2	162		35475	49876	61984	106842	132266	105711	115277	130497	115889	140271	193274	164289	184759	201020	167585	164291	190373	
6107	"Men's or boys' underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar ..."	0	1	14	141	194	217	3607	4246	1243	913	482	144	414	913	309	123	91		8924	13147	9557	9800	5499	3241	3685	11568	10201	12817	16463	14845	18136	14516	12838	14107	16968		1166	944	1849	2263	2393	2791	7202	9225	6463	7535	9729	6874	8843	11940	11513	8878	8755	
7321	"Stoves, ranges, grates, cookers, incl. those with subsidiary boilers for central heating, barbecues, ..."	40	5	0	2	0	0	2	1	0	8	1	9	0	54	106	29	91		312	1497	651	852	1151	1214	1416	25619	67812	72747	85529	119620	99277	111993	127943	101510	121128		5250	7228	11302	17356	22576	29515	40436	51423	31526	40565	57008	48258	54477	60915	54411	49225	48235	
1404	"Vegetable products, n.e.s."	0	0	0	4	0	0	0	21	10	130	96	80	100	100	90	97	94		563	615	754	1801	9108	506	822	1804	3697	2039	2524	1875	1835	2539	1925	2422	1636		2277	1584	2481	2620	2043	2521	3022	4074	3449	5991	7358	6577	8902	10907	11223	9554	10459	
7326	"Articles of iron or steel, n.e.s. (excluding cast articles)"	698	310	4	3	0	119	503	224	124	658	1452	1303	2462	3849	2149	1414	94		2919	11979	11487	22366	97373	81974	75610	217493	242938	169512	159139	127502	132121	100173	82822	46390	40745		62139	82190	94346	121655	150076	163837	108179	247445	162744	203596	281436	277517	306081	294104	311470	447647	550097	
8215	"Spoons, forks, ladles, skimmers, cake-servers, fish-knives, butter-knives, sugar tongs and ..."	0	0	0	0	0	0	0	17	201	109	231	338	90	43	25	0	98		221	11	93	128	57	592	1019	1905	3026	3651	2718	2070	3278	2508	2784	2016	2826		6290	4833	8126	17274	23811	36590	45123	46432	39387	50064	66700	49165	38628	46141	55595	30995	26016	
6208	"Women's or girls' singlets and other vests, slips, petticoats, briefs, panties, nightdresses, ..."	0	15	0	4	0	0	0	64	11	6	122	314	23	55	71	91	100		2132	2320	3629	1904	3151	4922	4185	7401	8017	9048	10585	20185	12660	11727	6139	3137	3841		1376	1306	2667	3395	3931	4473	6633	6632	4893	6836	7289	5076	4658	4656	3953	3293	4711	
8212	"Non-electric razors and razor blades of base metal, incl. razor blade blanks in strips"	0	0	0	121	377	392	516	230	445	376	238	9	15	29	61	53	101		10135	2955	332	21	128	85	68	9894	29249	32064	35157	33913	47138	36815	53611	47582	50142		16626	18833	20325	31452	41725	48827	44632	52250	60651	68789	68386	77108	69146	100418	80174	68941	67528	
4805	"Other paper and paperboard, uncoated, in rolls of a width > 36 cm or in square or rectangular ..."	0	0	0	0	212	273	2906	480	0	69	2357	43	379	851	128	0	102		2878	78	86	196	500	217	1147	2281	962	542	2260	817	3675	3990	2365	4122	9731		31520	55756	94708	113784	131785	192605	248649	212942	170742	257900	308474	258152	284332	279278	209026	204214	236116	
3815	"Reaction initiators, reaction accelerators and catalytic preparations, n.e.s. (excluding rubber ..."	0	0	0	0	16	39	10	0	0	0	0	1	21	242	163	64	105		0	0	0	33	0	286	14	44	4789	365	207	19	103	6	0	21	69		44526	15753	26179	30524	36228	56083	76688	29315	52354	47823	73109	57078	49698	125964	84198	81351	104715	
4402	"Wood charcoal, incl. shell or nut charcoal, whether or not agglomerated (excluding wood charcoal ..."	0	0	0	14	26	396	681	897	1154	886	1461	3368	2715	991	320	338	106		1609	896	1073	1300	2749	5137	8782	8263	6743	7709	9334	10591	11564	12010	11167	10065	3098		319	246	505	1708	2379	3943	5844	4878	6053	7777	10642	17630	32954	29869	36676	39262	39486	
6807	"Articles of asphalt or of similar materials, e.g. petroleum bitumen or coal tar pitch"	0	0	0	0	0	7	0	17	282	1640	1510	805	234	54	0	90	107		37	250	0	54	94	575	10014	77165	52060	51548	43299	40067	35533	38099	21762	22462	19511		6359	8051	8916	12370	15702	29442	21746	22950	23880	24537	23249	18277	20820	19049	14349	13308	15833	
6101	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	0	0	0	0	0	47	1	3	21	63	63	94	177	107		17	7	0	0	0	2	45	26	270	102	602	179	220	380	240	263	240		1107	872	1352	2946	1823	3254	5431	7866	7889	11438	13817	9459	11175	10154	9826	10649	14791	
8474	"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading ..."	0	0	0	0	0	172	0	38	0	0	0	0	8	0	244	0	107		241	456	366	507	1738	739	165	1580	1882	3990	1032	963	2317	225	38	154	392		38554	70805	82216	120975	144993	263898	380693	313534	218071	237585	342302	316639	359951	284782	228828	332485	251545	
4901	"Printed books, brochures and similar printed matter, whether or not in single sheets (excluding ..."	0	1	0	2	4	32	90	20	19	42	84	92	130	208	161	83	114		7038	5696	4342	2549	3609	2901	2320	18656	18006	16856	19049	26444	25119	17388	17729	12522	6835		16943	16950	21470	36165	40651	44960	50920	51822	43695	46389	57547	62055	64517	65741	72933	50579	60053	
8436	"Agricultural, horticultural, forestry, poultry-keeping or bee-keeping machinery, incl. germination ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115		62	25	437	87	85	75	892	1573	1126	1171	1619	651	3517	806	830	617	682		6600	6786	6178	9588	10822	11115	17961	20636	18615	46138	49441	41791	52937	42287	37477	28234	49050	
0811	"Fruit and nuts, uncooked or cooked by steaming or boiling in water, frozen, whether or not ..."	0	0	0	2	0	0	22	49	23	7	28	0	0	154	280	77	115		629	1594	1963	4420	2158	1584	6629	19610	13383	14731	20337	23836	27126	50584	49812	47196	67773		126	77	213	372	588	421	1336	2549	1085	2302	4068	3613	2800	5358	7491	7400	6844	
7310	"Tanks, casks, drums, cans, boxes and similar containers, of iron or steel, for any material ..."	0	0	0	0	0	0	51	357	1	0	0	0	0	0	71	128	116		148	399	1653	4438	10314	12406	5399	10325	9616	20264	9879	13169	6000	2226	2377	3723	6630		5281	6228	9431	10988	10996	17342	12232	15063	13664	17164	21140	19817	30536	32347	27201	24109	21955	
8509	"Electromechanical domestic appliances, with self-contained electric motor; parts thereof (excluding ..."	0	0	0	0	0	43	0	0	0	166	117	0	22	0	1	1	118		3	1595	54	1082	2090	1806	720	1369	3875	1213	1189	1715	1981	1557	1358	1646	1590		29991	25272	43672	75107	116275	129554	53681	58074	48763	70847	77453	67224	70533	68537	60154	42631	41119	
7407	"Bars, rods and profiles, of copper, n.e.s."	0	0	0	0	0	321	608	1078	0	1697	2050	776	237	0	0	88	118		3	154	312	20	742	2123	5755	13682	13310	15059	15387	4286	1435	3179	1879	5825	7700		4072	4417	9030	15818	33434	71331	56760	49353	22580	53091	31200	30566	35320	36069	54927	42806	34217	
8481	"Taps, cocks, valves and similar appliances for pipes, boiler shells, tanks, vats or the like, ..."	43	27	0	1	1	803	12	59	3	165	45	37	9	16	1	11	122		2073	1490	506	815	377	738	927	10247	10309	11873	11701	14046	13454	11053	1004	590	969		158455	197916	275621	388540	420211	564667	694232	742847	549057	709186	962655	927653	1106145	1056526	1005408	1132064	1184064	
4105	"Tanned or crust skins of sheep or lambs, without wool on, whether or not split (excluding further ..."	0	0	0	0	0	0	0	61	2	12	480	693	934	587	0	3	126		269	25	163	74	47	1312	476	3568	1437	3353	6132	4410	12810	8889	5728	3895	587		79817	13157	11032	9016	5531	4766	12321	17151	9651	21329	31522	24322	28101	29045	27358	13361	11860	
8479	"Machines and mechanical appliances having individual functions, not specified or included elsewhere ..."	0	17	0	0	1	27	0	0	6	4	43	80	105	81	559	4374	127		1041	2084	2530	2944	1169	1943	1228	2661	4172	2572	26721	1939	6137	4322	11397	2867	5162		279835	367671	427793	538739	624654	649777	893082	909142	657392	739214	1077434	1065127	1071952	1151202	1058581	1508990	1089006	
2508	"Clays, andalusite, kyanite and sillimanite, whether or not calcined; mullite; chamotte or dinas ..."	0	0	0	0	0	189	194	247	103	197	358	185	314	215	195	175	129		1567	2050	1728	3850	6924	9628	7654	16985	14390	9133	4099	633	724	930	1956	1831	1051		4554	6704	10689	13564	19074	19389	29693	28976	15711	24466	28834	31254	23860	36145	34129	28597	38907	
0804	"Dates, figs, pineapples, avocados, guavas, mangoes and mangosteens, fresh or dried"	356	257	171	249	133	173	0	62	207	296	859	468	114	390	90	201	130		960	2933	1176	2873	5511	7088	8781	24006	48192	56082	55747	54592	57258	82627	73053	95595	82836		4108	5194	3565	3904	6515	8285	11748	19848	19899	20950	27283	22907	25255	28580	30923	45874	62649	
6201	"Men's or boys' overcoats, car coats, capes, cloaks, anoraks, incl. ski jackets, windcheaters, ..."	0	0	0	0	0	14	0	9	3	2	69	61	41	82	22	76	131		200	163	28	77	174	64	37	30	101	205	530	899	449	687	265	87	34		9535	13799	24548	39689	41033	55343	89635	118001	119968	160945	177954	137267	157635	171780	158415	111651	146628	
4002	"Synthetic rubber and factice derived from oils, in primary forms or in plates, sheets or strip; ..."	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	76	139		136	97	57	154	130	348	261	133	104	119	35	107	207	283	3245	113	105		73365	105048	138411	174741	251385	323673	396767	541736	363025	577150	915653	780112	691232	630529	524039	475098	634471	
6910	"Ceramic sinks, washbasins, washbasin pedestals, baths, bidets, water closet pans, flushing ..."	8	1	64	208	53	256	470	562	253	174	110	190	252	133	160	117	141		24004	20780	33576	34618	26969	31557	59545	82103	84790	83727	56152	80747	75158	114915	99787	70966	76200		906	1016	1767	3092	3735	7296	8626	9403	6364	8868	8833	7599	9470	9096	9099	7191	7164	
3208	"Paints and varnishes, incl. enamels and lacquers, based on synthetic polymers or chemically ..."	0	0	0	0	0	3	2	100	10	311	110	4	9	38	0	54	144		256	483	540	1130	975	2286	4922	19319	63692	37044	73822	96734	117448	107914	106112	94110	95616		50622	72227	99291	125421	150306	164999	211866	241005	194465	215659	244437	248448	279585	302909	267023	260868	285480	
0705	"Lettuce "Lactuca sativa" and chicory "Cichorium spp.", fresh or chilled"	0	0	0	0	0	0	0	33	26	118	35	328	223	45	49	23	144		66	259	274	364	1393	2361	3641	9860	9293	12107	10579	9151	7850	6549	8707	12672	18237		0	3	25	41	0	0	73	1058	122	239	476	930	1040	74	598	140	180	
7309	"Reservoirs, tanks, vats and similar containers, of iron or steel, for any material "other than ..."	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	148		55	0	139	402	1087	233	66	3469	2960	2848	2348	931	1385	1112	1719	1024	1180		7579	12872	19075	11705	9761	15798	19999	25217	13181	25564	45827	29582	30384	30660	28840	115056	45816	
8301	"Padlocks and locks "key, combination or electrically operated", of base metal; clasps and frames ..."	0	2	90	0	8	32	18	264	595	713	150	5	0	0	0	2	148		160	286	392	177	239	744	163	8652	9456	8100	8560	7183	50327	6767	7623	5765	5436		23244	36806	51263	82820	93405	123180	169254	195600	116594	159828	201555	165018	185531	191431	188025	177986	188184	
3301	"Essential oils, whether or not terpeneless, incl. concretes and absolutes; resinoids; extracted ..."	0	0	0	7	21	20	15	314	216	275	338	235	182	275	168	172	149		9083	8464	7949	9644	6166	9117	10598	19467	18044	29199	35980	30826	35945	28906	31293	27367	50702		3356	5305	5891	7735	8479	10089	11369	13644	11219	12155	19477	18048	19282	23263	26727	27398	36394	
4420	"Wood marquetry and inlaid wood; caskets and cases for jewellery or cutlery, and similar articles, ..."	0	3	4	17	27	28	49	56	37	55	96	82	126	167	133	147	153		10	49	8	36	20	13	81	93	162	42	770	161	181	433	304	223	62		1025	1007	1910	3790	5265	6022	6434	7364	6517	8691	10954	8586	10372	9158	7895	5585	5360	
3305	"Preparations for use on the hair"	0	0	0	32	27	66	83	321	0	1	2	0	14	131	426	778	153		1042	929	563	1352	6331	6800	1708	18555	31269	14456	57190	64680	53794	57854	79543	78811	59724		41018	48144	59177	81316	90915	125710	138746	159282	156974	194081	171443	154638	184822	188884	164798	168656	190646	
6115	"Pantyhose, tights, stockings, socks and other hosiery, incl. graduated compression hosiery ..."	0	6	7	5	29	18	75	165	282	283	232	539	146	234	373	99	164		8	23	27	85	103	168	478	1267	1832	1755	2722	1997	2196	2518	1681	2365	3524		4550	4748	6618	10640	12074	20330	28414	33700	28315	46017	61128	56091	48534	41742	35755	38026	33357	
6209	"Babies' garments and clothing accessories of textile materials (excluding knitted or crocheted ..."	0	0	0	2	32	4	6	32	112	4	18	0	18	25	7	78	175		1940	390	1273	4304	1100	1313	3124	11260	26934	11996	14928	8414	11425	9680	6932	6364	4891		992	2995	1143	1525	2903	3668	6322	8774	13130	15131	19701	14351	19477	20614	21388	23509	16497	
4003	"Reclaimed rubber in primary forms or in plates, sheets or strip"	0	0	0	0	0	22	165	207	283	253	359	424	604	398	126	62	180		13	0	3	0	135	267	364	0	34	86	13	197	246	229	113	209	264		473	525	523	981	1275	1858	3854	4796	3128	5550	9259	8950	8862	8953	6011	4875	6026	
5202	"Cotton waste, incl. yarn waste and garnetted stock"	0	0	0	0	0	0	0	18	8	0	29	0	0	0	107	0	181		94	72	0	2	3	47	243	1055	60	1075	1903	645	547	2606	1839	645	1389		2551	3510	6888	7300	2767	3891	4998	5597	5176	5600	14053	4542	7132	7165	10124	7909	21983	
8708	"Parts and accessories for tractors, motor vehicles for the transport of ten or more persons, ..."	10	41	114	259	230	197	539	327	189	1105	2771	1104	738	159	156	241	183		4397	1154	1579	4355	4459	6344	5668	20480	29676	32756	32417	47078	33592	16469	12613	10865	22943		808865	1029377	1729618	3109809	3382247	4242321	4868019	5173791	3404848	4433076	5230313	4491022	4894117	4950790	4965958	5185313	6166654	
3206	"Inorganic or mineral colouring matter, n.e.s.; preparations based on inorganic or mineral colouring ..."	0	0	0	1	0	6	78	61	13	14	26	60	110	395	341	35	190		267	277	360	89	82	283	207	1606	2003	3170	5482	4430	4087	3564	1383	1347	3360		93838	133144	178153	232936	250890	291856	315966	323251	275087	365231	559523	472676	443561	446765	356971	362974	493213	
5105	"Wool and fine or coarse animal hair, carded or combed, incl. combed wool in fragments"	0	0	0	0	0	0	0	0	0	0	0	0	0	621	532	245	198		0	6	66	73	137	87	162	123	150	32	4	22087	31939	42764	41547	38536	51166		48616	69810	95583	92230	102632	116574	139445	127747	80779	114134	139725	132195	117377	120372	93495	84494	93180	
7106	"Silver, incl. silver plated with gold or platinum, unwrought or in semi-manufactured forms, ..."	0	0	0	0	0	0	0	0	0	0	5977	11201	722	0	0	2	200		7	1	7	21	15	0	0	181	10475	975	6955	5342	769	107	87	91	148		10720	23635	29411	51163	55700	48345	54011	47109	13952	28373	160096	215787	202856	174544	161538	163536	147411	
6214	"Shawls, scarves, mufflers, mantillas, veils and similar articles (excluding knitted or crocheted)"	0	0	0	0	0	0	0	9	0	33	0	0	29	1	0	0	201		18	56	8	4	31	24	57	63	74	246	276	919	281	176	854	153	3863		3596	4440	6858	12253	14591	16081	21079	36257	32695	42839	51552	45230	51521	56333	56067	39745	26361	
7323	"Table, kitchen or other household articles, and parts thereof, of iron or steel; iron or steel ..."	103	94	110	30	119	51	272	55	312	120	39	180	105	239	448	166	205		2642	2586	3739	4645	5529	7718	8552	13489	16937	11819	17308	16414	14592	12222	10721	7890	5923		11354	13424	19004	28387	39826	45981	59098	73096	66032	87464	103631	88252	99125	92913	99103	80843	57133	
2909	"Ethers, ether-alcohols, ether-phenols, ether-alcohol-phenols, alcohol peroxides, ether peroxide, ..."	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207		0	0	0	1215	44	1	14	63	51	0	363	0	68	574	16	8	53		13314	16946	23249	33995	38823	48322	59513	192825	145435	132633	230123	217266	214269	183159	166396	143772	179035	
2901	"Acyclic hydrocarbons"	0	5	238	461	468	1779	1261	107	598	736	715	668	782	670	682	664	209		234	1150	1354	822	2267	1319	620	1178	2330	32229	8454	6970	4911	3444	905	218	3020		21674	12907	19648	72749	152332	69773	72128	45557	12742	44210	155484	87942	26256	252161	22366	22671	15524	
6302	"Bedlinen, table linen, toilet linen and kitchen linen of all types of textile materials (excluding ..."	0	4	8	20	55	57	143	302	267	686	674	584	334	683	186	150	227		112280	95547	114330	129168	135796	121690	134921	257503	220700	217995	250209	220264	241014	254998	193174	170313	174209		3199	2996	5682	9970	14872	21380	22549	24731	21618	34611	59640	24030	26705	29097	23663	16608	16754	
7217	"Wire of iron or non-alloy steel, in coils (excluding bars and rods)"	0	0	0	44	15	0	2	0	0	0	35	31	68	109	0	402	229		434	419	12553	5098	9229	8312	14898	20380	12809	12831	27249	20954	19613	21217	15319	13289	12229		18959	18065	26968	41780	41829	43462	64039	77709	41166	65224	98020	76331	76219	77904	66267	58744	64702	
6117	"Made-up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments ..."	0	0	0	0	0	1	13	8	0	1	0	2	9	3	1	0	237		12	36	18	4	13	10	8	66	10	32	25	44	127	884	424	394	147		3567	2234	2839	4964	6763	7994	8381	9706	15539	18499	19819	17647	17653	13498	13080	11937	11132	
8309	"Stoppers, caps and lids, incl. crown corks, screw caps and pouring stoppers, capsules for bottles, ..."	0	0	0	0	0	0	0	0	13	0	0	8	5	19	0	0	245		150	163	1	291	2	29	24	189	436	6952	7533	6349	6618	5764	3914	1708	3646		18164	24463	32486	42866	63958	68864	84421	86125	74715	80042	87193	90723	97692	105228	102321	105273	104463	
5306	"Flax yarn"	0	0	0	54	51	0	62	0	0	0	0	0	0	0	9	0	248		2950	2678	3384	2600	2150	3014	3604	9575	4688	8786	5875	5283	5921	7220	6437	5672	6938		4293	7967	7215	9782	10200	12020	20859	14000	10677	13489	21196	27356	25975	24683	23928	19826	19869	
6307	"Made-up articles of textile materials, incl. dress patterns, n.e.s."	0	0	0	0	1	2	16	3	0	2	3	32	15	5	3	3	260		2375	313	91	11	106	109	3164	819	1475	760	626	544	926	466	172	46	231		4672	6416	7721	12077	16316	22754	42543	41449	37712	50227	68514	66412	80266	84646	79510	80073	77432	
3917	"Tubes, pipes and hoses, and fittings therefor, e.g. joints, elbows, flanges, of plastics"	1	11	6	0	0	196	171	13	377	6	116	99	1	17	0	47	273		197	156	909	858	1878	2060	1876	45787	49410	56817	47850	81377	116775	82745	84338	76875	61362		64601	80402	81279	99601	92379	111615	143025	182997	144071	149461	216263	211783	221979	208722	197043	209356	238217	
3302	"Mixtures of odoriferous substances and mixtures, incl. alcoholic solutions, based on one or ..."	12	0	3	3	35	8	10	115	187	382	463	348	679	771	619	430	285		287	403	388	608	713	554	895	29571	28337	35801	42310	137009	236133	298995	243665	271942	386555		96197	119901	139697	187177	199911	233070	280646	341111	336681	382612	412094	406418	432044	435388	390966	394623	415572	
3824	"Prepared binders for foundry moulds or cores; chemical products and preparations for the chemical ..."	55	62	47	489	1719	2254	2609	1295	742	86	1109	755	702	2540	1878	925	289		0	0	0	0	0	0	0	61519	28093	18481	12739	10315	9068	8900	6988	5348	6282		101200	137833	195910	267240	362736	363714	421946	516176	442961	548988	664530	567607	601299	622466	557159	573154	625937	
9032	"Regulating or controlling instruments and apparatus (excluding taps, cocks and valves of heading ..."	0	1	0	0	38	1	118	0	145	5	3	12	0	387	72	374	306		5	37	70	0	3	17	6	471	2372	1417	1637	1064	920	621	652	1474	1164		58245	88492	111399	154480	209300	236656	239145	279926	267252	454272	600988	518360	558333	586469	563842	639649	721907	
6210	"Garments made up of felt or nonwovens, whether or not impregnated, coated, covered or laminated; ..."	0	0	0	0	0	0	0	0	4	0	0	2	159	603	82	38	309		197	452	118	191	1399	1676	2631	27880	244632	190911	246483	223911	239921	258765	224342	163313	231048		3156	1622	2528	4117	4876	6093	9963	11391	27459	49683	152858	172285	211565	214767	310271	425122	132326	
9614	"Smoking pipes, incl. pipe bowls, cigar or cigarette holders, and parts thereof, n.e.s."	0	0	0	1	0	0	0	0	3	4	0	24	99	149	111	256	311		264	546	439	202	437	589	658	3831	4494	4249	5162	6007	7563	7340	6655	5403	4760		243	291	750	469	712	967	1581	1906	1947	1548	1613	1759	1840	2046	1701	2684	2934	
5608	"Knotted netting of twine, cordage or rope, by the piece or metre; made-up fishing nets and ..."	0	0	0	0	0	0	0	0	0	0	0	0	154	469	0	0	316		0	0	2	7	2	0	0	165	80	74	358	580	479	830	791	722	616		1498	2525	4737	4855	7139	8614	11772	9118	6029	9884	15029	11635	8478	6919	10178	11087	11324	
7308	"Structures and parts of structures "e.g., bridges and bridge-sections, lock-gates, towers, ..."	0	0	0	1	33	260	83	1375	1	1	35	1990	5	0	201	79	338		3518	4359	13596	59961	23371	30072	71694	88583	84225	70909	101144	99526	119002	97834	153470	104861	61653		152674	126554	64760	83885	97982	112866	143997	215771	119006	122001	207140	208350	237633	263006	291330	392202	305855	
7003	"Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting ..."	0	0	0	0	0	0	0	0	0	193	46	41	123	0	78	144	346		6	103	46	5	168	695	806	9537	6285	26139	32337	30403	13788	11411	8600	6638	8472		588	953	2150	2126	3771	6966	4768	4569	3716	3516	2895	3203	3996	3127	2304	2446	2897	
