Product code	Product label	Turkey's imports from China-Value in 2001	Turkey's imports from China-Value in 2002	Turkey's imports from China-Value in 2003	Turkey's imports from China-Value in 2004	Turkey's imports from China-Value in 2005	Turkey's imports from China-Value in 2006	Turkey's imports from China-Value in 2007	Turkey's imports from China-Value in 2008	Turkey's imports from China-Value in 2009	Turkey's imports from China-Value in 2010	Turkey's imports from China-Value in 2011	Turkey's imports from China-Value in 2012	Turkey's imports from China-Value in 2013	Turkey's imports from China-Value in 2014	Turkey's imports from China-Value in 2015	Turkey's imports from China-Value in 2016	Turkey's imports from China-Value in 2017	China's exports to world- 	China's exports to world-Value in 2001	China's exports to world-Value in 2002	China's exports to world-Value in 2003	China's exports to world-Value in 2004	China's exports to world-Value in 2005	China's exports to world-Value in 2006	China's exports to world-Value in 2007	China's exports to world-Value in 2008	China's exports to world-Value in 2009	China's exports to world-Value in 2010	China's exports to world-Value in 2011	China's exports to world-Value in 2012	China's exports to world-Value in 2013	China's exports to world-Value in 2014	China's exports to world-Value in 2015	China's exports to world-Value in 2016	China's exports to world-Value in 2017	Turkey's imports from world- 	Turkey's imports from world-Value in 2001	Turkey's imports from world-Value in 2002	Turkey's imports from world-Value in 2003	Turkey's imports from world-Value in 2004	Turkey's imports from world-Value in 2005	Turkey's imports from world-Value in 2006	Turkey's imports from world-Value in 2007	Turkey's imports from world-Value in 2008	Turkey's imports from world-Value in 2009	Turkey's imports from world-Value in 2010	Turkey's imports from world-Value in 2011	Turkey's imports from world-Value in 2012	Turkey's imports from world-Value in 2013	Turkey's imports from world-Value in 2014	Turkey's imports from world-Value in 2015	Turkey's imports from world-Value in 2016	Turkey's imports from world-Value in 2017	
5509	"Yarn of synthetic staple fibres (excluding sewing thread and yarn put up for retail sale)"	5293	5540	6196	6145	12684	27283	57001	41175	12392	15726	13577	18316	16909	23664	21800	21354	26222		461752	449578	482202	555948	603950	721793	871261	852121	740983	1035331	1683160	1678312	1548213	1503734	1436568	1483319	1586627		115372	172121	231445	250860	218076	253211	357334	325770	281838	373223	487759	450331	453525	448830	390002	400793	461046	
6505	"Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile ..."	1290	1554	2775	4149	9140	13252	16789	19590	19166	28499	35501	30115	34145	32005	33372	31816	26277		458932	564024	726117	898678	1048188	1252466	1408488	1646044	1484434	1861717	2332614	2375402	2663503	2826143	2926846	2684525	2642616		2413	2685	4420	6181	11725	17836	22748	25573	22240	31435	39080	33442	37657	35411	36785	34874	29870	
9608	"Ball-point pens; felt tipped and other porous-tipped pens and markers; fountain pens, stylograph ..."	4877	10710	11234	12599	16226	17005	23200	29870	18356	32298	37837	32929	39216	36845	33092	31226	27073		268087	361829	511583	692135	823068	985708	1295816	1465719	1157783	1460226	1553288	1686206	1752553	1763594	1822238	1740454	1716140		21583	33516	38206	48104	55214	62613	67271	74391	52680	76533	96513	81763	88550	93021	82410	83783	64794	
3924	"Tableware, kitchenware, other household articles and toilet articles, of plastics (excluding ..."	956	1825	3875	5823	10347	15342	23265	25679	21283	26471	33207	33106	39221	43517	36981	33957	27223		833546	1080122	1371126	1786387	2117849	2508330	2611836	2268777	2229243	2961592	3446715	3854280	5009530	7126866	8455580	7659261	8332534		6529	8630	12415	18791	27970	34027	49250	59911	51352	66151	90617	81860	91128	93346	80982	68253	60142	
3910	"Silicones in primary forms"	1	17	133	502	701	832	1567	2334	2191	3191	4378	6170	7928	10987	12061	14311	27525		15657	23928	27236	57592	84642	93937	99025	117786	113353	173078	294869	320781	301661	374908	402758	387633	634021		20461	32463	40576	55248	62268	67328	79499	92848	83403	93625	106685	105342	116845	127153	111129	117045	141464	
8445	"Machines for preparing textile fibres; spinning, doubling or twisting machines and other machinery ..."	1786	1103	8003	3560	3222	3647	3454	3498	1588	8672	22964	22350	27884	33075	16976	23142	27801		79414	74012	117135	156727	146067	183851	247813	221400	98407	203930	286468	258758	402222	544607	387235	373933	471746		195294	413870	555042	484805	389520	230731	675834	211651	74051	220604	534508	378357	565910	654871	290083	276399	333237	
8509	"Electromechanical domestic appliances, with self-contained electric motor; parts thereof (excluding ..."	5073	6011	13947	27383	52997	65815	40033	45044	36456	56347	59469	46695	47817	48405	42331	31663	27885		964582	1321716	1791302	2346167	2783003	3470251	2081658	2432962	2246603	2964430	3374208	3806239	4532393	5122022	5247644	5031555	5611544		29991	25272	43672	75107	116275	129554	53681	58074	48763	70847	77453	67224	70533	68537	60154	42631	41119	
9031	"Measuring or checking instruments, appliances and machines not elsewhere specified in chapter ..."	559	837	2867	4132	5870	6220	7051	10030	7517	11947	15510	16057	22860	33061	26701	20958	28061		111950	120414	178511	296277	367157	485866	644180	782377	709545	1028753	1458147	1974847	2073651	2741636	2957306	3319782	3899860		76209	71129	102454	149249	164689	182493	204740	307177	193641	210793	296682	344112	339764	369796	359324	325972	383885	
8425	"Pulley tackle and hoists (other than skip hoists); winches and capstans; jacks"	644	818	1530	2629	10729	6678	6887	8637	7789	9748	12841	14945	19139	21611	23736	24869	28403		229497	271125	325647	485004	599134	729041	925744	1183402	1006748	1266112	1539595	1656137	1735447	1993984	1940707	1871214	1980676		6551	7879	11880	17766	31839	38098	44136	63958	36044	41767	54972	61361	72428	82565	72268	75476	73670	
7113	"Articles of jewellery and parts thereof, of precious metal or of metal clad with precious metal ..."	125	121	406	1937	2774	4755	15473	20965	9580	22136	24237	23701	31640	33583	27479	22358	28403		1182158	1305154	1378628	1762355	2004582	2102485	2507366	2640917	2555073	4775903	10079119	22892976	28898758	48512550	18547454	13039414	11075906		58185	77619	106145	160901	203274	266628	416074	491549	264257	352597	425847	510604	725068	658639	409124	404713	556026	
8451	"Machinery (excluding of heading 8450) for washing, cleaning, wringing, drying, ironing, pressing ..."	1230	2312	4699	5596	5861	11783	14596	9457	3909	10967	13549	16277	19183	27035	22483	27939	28478		92379	124549	161738	192450	242807	285485	374716	384917	254631	349515	381044	459776	599788	756680	783787	728692	881373		97161	254608	302325	272387	298842	218338	199338	149816	82678	174191	211253	262530	249128	241504	196181	197288	202100	
8472	"Office machines, e.g. hectograph or stencil duplicating machines, addressing machines, automatic ..."	359	978	1891	2772	4382	9044	5744	8728	2860	7782	45650	10710	16192	13855	18242	7991	28628		240645	485335	766264	823725	799802	885171	1027169	1166497	1194839	1380675	1616929	2008658	1898509	1919269	1636589	1365424	1380711		19455	20376	19529	31917	90741	102033	109307	138073	95442	132456	155202	147911	192315	136367	141544	81680	122214	
8538	"Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537, ..."	605	901	1333	3097	3908	5282	8721	9037	6754	11334	14231	16448	19258	19979	21352	21543	28651		234429	286006	408938	617327	808386	1150104	1500221	1847826	1704803	2622689	2966565	3192281	3269202	3420932	3309274	3351404	3703602		52880	73929	86299	126056	145872	185747	208558	229338	180616	197496	243755	225352	261488	244824	216716	204472	226083	
3701	"Photographic plates and film in the flat, sensitised, unexposed, of any material other than ..."	0	70	352	2612	8218	10996	18951	15832	470	578	392	380	1105	14605	21141	28562	28655		25314	28127	33809	62654	119939	194369	322303	445804	392037	503872	555016	590613	612627	589430	618956	555834	570627		41213	49798	65703	82448	96716	105272	131978	129716	129968	138488	147321	133576	133320	122000	97782	90470	82459	
2929	"Compounds with other nitrogen function (excluding amine-function compounds; oxygen-function ..."	170	496	1711	1188	804	503	1922	2791	3027	4019	6951	3738	27449	13921	9632	13202	28709		46449	43343	65060	111698	128358	137711	230331	399330	245478	274515	345116	567928	614929	695308	562416	646707	908825		65508	84075	108338	128028	126732	136771	138887	158352	113983	125408	148542	165832	192932	186357	157124	167801	288498	
7227	"Bars and rods of alloy steel other than stainless, hot-rolled, in irregularly wound coils"	0	0	0	0	13	12	69	10675	0	8	0	189	6762	40457	55957	66264	28805		1178	2595	1238	14421	42247	107427	290902	3248946	507954	1353916	2062364	3366910	4373571	5631157	4491519	3638485	2993214		11368	18464	23876	46101	40607	35284	44261	84171	26272	46531	66338	56515	59735	104077	123027	128155	98946	
8422	"Dishwashing machines; machinery for cleaning or drying bottles or other containers; machinery ..."	300	178	1231	1151	1967	2836	7766	11514	7054	12541	16634	28453	34612	31919	31803	36549	29227		63879	95502	136463	241364	360352	492352	736871	927767	835805	1117124	1260385	1536489	1675046	1825597	1883763	1879385	2117873		112418	133313	194431	251785	314836	423534	403224	461696	330960	411874	554283	500366	651382	612683	586700	501869	497987	
7228	"Other bars and rods of alloy steel other than stainless, angles, shapes and sections of alloy ..."	40	0	173	2427	1975	5894	43697	72823	18377	21710	61251	47244	47204	46983	49225	59214	29473		38231	61193	117587	311049	505998	586165	1867755	5941976	742981	2089189	4227970	5766516	7320275	12000487	12939830	11192341	6042274		22107	32343	53734	85482	131027	133505	187977	227412	131601	185472	286206	229993	220035	218073	220520	192971	188789	
2924	"Carboxyamide-function compounds; amide-function compounds of carbonic acid"	4190	4829	5871	6841	8127	9774	10661	15936	17303	15295	20059	23368	19203	24425	21041	19855	29559		117683	162542	196466	260573	383071	511724	651927	866219	899884	1111427	1319427	1446061	1438027	1514621	1502328	1443338	1665468		21027	23475	28930	29462	28758	36055	36567	45206	41008	41445	49480	52715	49591	54575	48114	44803	60409	
8515	"Electric, incl. electrically heated gas, laser or other light or photon beam, ultrasonic, electron ..."	878	288	470	852	1363	3956	9571	15554	8004	29618	41333	29252	38980	39857	27525	26722	29868		83343	89868	160645	243611	301587	390188	411368	583467	476618	798997	1101984	1262487	1382101	1466909	1303176	1381064	1567096		28805	37564	62548	133565	104702	174263	137704	152809	70554	107745	156503	160556	155757	169771	170287	172617	187682	
2930	"Organo-sulphur compounds"	2701	3782	4685	6054	6711	7640	11835	11011	12088	21338	20426	20793	24073	29109	29414	26215	29972		114340	144566	174077	226996	289905	425732	528640	860632	780160	1030322	1197177	1281576	1377657	1547098	1517635	1455754	1728230		24332	32235	44297	50742	45710	54055	60477	85434	85278	100606	106555	93234	94593	97229	108852	96907	93360	
1206	"Sunflower seeds, whether or not broken"	60	0	0	14	232	287	517	3610	1605	2670	2363	1904	5468	6658	8928	5489	30070		18760	15497	39529	59992	110885	83336	106809	169173	142954	200953	244542	273226	333809	296410	405129	432144	467060		42707	42008	153335	157376	161759	116520	260166	365145	240620	349690	589577	443959	474002	406155	237984	263005	356471	
8470	"Calculating machines and pocket-size "dimensions <= 170 mm x 100 mm x 45 mm" data recording, ..."	8170	11840	10671	26705	18717	15602	28828	62164	54580	61786	89987	63928	76557	40983	58566	50956	30109		610057	809076	990298	893642	946595	1305423	1438637	1418866	1184934	1191018	1253938	1345410	1227706	1385505	1441524	1339090	1432872		43467	63827	62982	131481	108894	105773	124578	165853	114414	119036	133528	111534	129549	91594	110404	109780	80750	
8715	"Baby carriages and parts thereof, n.e.s."	1639	2643	5146	4589	5079	9228	11026	15398	11312	20606	34678	34438	32587	42578	39888	30248	30197		286326	335578	448848	463239	565739	663162	779639	1031276	787404	942278	947084	1058509	1111008	1185975	1186208	1168193	1332672		2847	4345	6944	9234	8284	14024	13433	19781	13394	26349	39916	39568	36656	48350	44241	34457	33760	
9019	"Mechano-therapy appliances; massage apparatus; psychological aptitude-testing apparatus; ozone ..."	294	1272	1508	5724	17962	24501	32721	31792	19537	39880	40060	39003	33717	31919	34022	29952	30307		231912	274427	337956	440900	679667	873027	1122773	1279339	1194236	1413470	1671919	1880701	2090127	2301003	2545895	2601388	2920144		13388	15154	21997	38736	58692	80397	93629	100331	84007	120473	107760	107163	98684	94609	95362	87852	80659	
9607	"Slide fasteners and parts thereof"	6294	8947	12594	16437	11754	14681	18953	19900	18167	22823	22723	28239	28614	30076	28211	27214	30708		154058	164312	207178	257358	291384	345903	481715	547997	449478	593637	702692	722983	874583	962339	970333	974887	1055535		27526	44017	57386	65182	63606	71695	85311	64770	49749	71160	71059	71632	75817	79726	64263	64713	71921	
4811	"Paper, paperboard, cellulose wadding and webs of cellulose fibres, coated, impregnated, covered, ..."	23	107	438	2412	3564	4731	6832	6575	4422	9343	12639	11616	15141	28083	31645	28328	31170		43860	55867	90297	99653	128262	176298	288980	348257	383797	620664	847761	1027269	1123458	1223917	1332010	1364611	1445878		79468	113137	143865	198084	220445	241333	275057	304235	282258	326117	356126	343317	364944	384448	342314	332813	382856	
7308	"Structures and parts of structures "e.g., bridges and bridge-sections, lock-gates, towers, ..."	3259	4	105	622	3599	4544	13428	28387	23601	8809	14499	19455	16480	48303	41879	44714	31225		722560	867212	1075104	1582346	2565514	3982634	6210309	9157525	7447960	7610964	9326716	10861494	10959918	11324671	11971981	10475257	10802655		152674	126554	64760	83885	97982	112866	143997	215771	119006	122001	207140	208350	237633	263006	291330	392202	305855	
8474	"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading ..."	65	186	48	1106	589	16194	60946	60072	20348	37344	17323	16557	34414	20503	31378	70898	31690		134333	121610	148848	231579	427949	646734	1121688	1993302	1757023	1904729	2672436	2858794	3233388	3232244	2933708	2477146	2715627		38554	70805	82216	120975	144993	263898	380693	313534	218071	237585	342302	316639	359951	284782	228828	332485	251545	
8104	"Magnesium and articles thereof, n.e.s.; magnesium waste and scrap (excluding ash and residues ..."	3048	3158	4066	5100	12631	10455	14216	34626	16990	31926	34334	31533	39323	31028	31203	21078	32082		237752	287367	470629	731383	615799	656636	1031557	1673341	645968	1062226	1239151	1157021	1187366	1171995	1006675	852234	1074630		3580	3764	4616	7655	16461	12967	20691	42590	17789	33742	35964	33880	40821	31566	31847	21906	33167	
8511	"Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition ..."	167	1089	3155	5111	6503	9032	11685	15837	11198	16595	24583	28293	26704	29266	31255	30361	32625		114998	161076	211334	286700	370177	489652	672143	927011	795405	1137363	1433822	1557431	1828216	2090123	1952458	2015871	2115622		50317	73518	98658	142607	155038	158219	172056	197509	157887	201164	247675	229994	229961	222596	221264	231753	260472	
8447	"Knitting machines, stitch-bonding machines and machines for making gimped yarn, tulle, lace, ..."	203	4305	16909	14527	17775	27027	23871	15372	1427	4102	14872	17086	29721	35516	32525	44852	32737		39910	68988	100432	148460	247595	394946	436943	476309	458956	479628	613262	569218	651568	848307	913312	919973	1047939		112720	374628	550265	390945	291149	239108	292295	195177	78368	217927	337297	328118	398128	376496	236377	256621	274093	
2931	"Separate chemically defined organo-inorganic compounds (excluding organo-sulphur compounds ..."	194	747	1597	2804	4182	5403	7016	22539	12113	15841	18293	17762	22200	34415	27080	19460	33172		23719	53494	89151	133808	174475	496847	1046028	3274804	1189182	1263914	1437972	1878978	2685183	2475978	1925775	1871600	2228698		25909	20619	26033	19568	19182	19862	24586	43433	31750	39966	48371	44431	51621	69048	50210	44149	64134	
9003	"Frames and mountings for spectacles, goggles or the like, and parts thereof, n.e.s."	3079	3443	610	4193	15376	27409	31202	22798	19558	26031	29567	29595	30252	35851	33553	34975	33746		137073	154470	158493	205055	260023	314888	392523	482974	573145	804976	955162	976580	1087509	1252401	1255397	1261013	1300399		10580	11040	17793	27686	36102	44274	49736	42609	31206	40146	47133	47065	49717	55939	49561	47740	47606	
5503	"Synthetic staple fibres, not carded, combed or otherwise processed for spinning"	25	4115	19114	12142	31509	45434	54423	64718	53063	29246	74548	45182	37858	57009	50638	36156	33923		46060	95391	156928	195819	310082	402410	585566	746836	516006	854930	1495911	1124629	1167690	1281555	1169572	1110950	1231153		85422	128252	161068	170367	190079	219489	260377	251775	191710	265867	341148	322860	353682	390371	376570	351190	422360	
2932	"Heterocyclic compounds with oxygen hetero-atom[s] only"	1570	1497	1815	1497	2776	3917	5228	8733	12006	13255	15415	11831	16778	20443	39546	45145	34398		154988	176100	283425	316448	477966	572966	873492	1389245	1326231	1828049	2255791	2337523	2138988	2043428	2103250	2132400	2331173		42138	54319	62266	97405	94059	83361	59123	56723	48453	55572	58887	55589	57962	62833	71302	75326	70598	
8532	"Electrical capacitors, fixed, variable or adjustable "pre-set"; parts thereof"	6101	9216	16499	28375	26733	29372	27876	26188	22277	28906	37183	40146	36083	35410	33584	28489	34811		670442	857566	1030855	1306711	1503378	1891617	2217521	2396243	2208823	3104960	3764026	4111758	7528448	7613479	7725947	4023716	4227411		40055	56633	67807	93803	83319	87291	88858	85197	65655	82603	105384	94020	94797	93298	84715	85394	98110	
7307	"Tube or pipe fittings "e.g. couplings, elbows, sleeves", of iron or steel"	769	754	1793	4155	8478	17675	30544	40805	18768	23252	33759	34445	51778	42570	51619	42031	34865		415919	437540	517743	842794	1150506	1699265	2474503	3007450	1947254	2636245	3749838	4194738	4036891	4582697	4098239	3635106	4060546		32012	46287	47540	63001	84356	97082	121673	144068	96396	108277	138885	154910	180365	165934	186609	202061	166712	
2934	"Nucleic acids and their salts, whether or not chemically defined; heterocyclic compounds (excluding ..."	1077	2374	10520	20615	42854	25013	21035	22602	19256	24028	27546	24658	23843	29213	30830	30132	34923		189573	193581	197337	246326	342501	482539	699282	854852	898122	1104998	1442245	1717586	1815822	2122576	2220976	2191050	2534323		70500	83940	100745	126848	151571	146440	140377	145345	111993	118931	111550	92798	88152	91548	96665	95548	125878	
8450	"Household or laundry-type washing machines, incl. machines which both wash and dry; parts thereof"	1722	77	124	280	922	1130	1942	4585	7321	22839	35200	46335	51771	54492	38552	26885	35322		181085	244989	365876	713925	1175939	1501280	1848456	2251469	2032401	2724273	3214746	3789347	3903401	4286079	3992353	3788427	3595926		36770	33485	48943	65727	67915	82774	89787	100320	108648	139524	202274	177908	182255	174873	146433	123365	122564	
8424	"Mechanical appliances, whether or not hand-operated, for projecting, dispersing or spraying ..."	133	470	1814	3119	3752	6620	12500	15822	15962	27042	37354	38799	40615	38816	36486	35049	35796		157996	247136	399160	611792	804868	1067251	1493338	2024160	1778207	2234857	2638078	2810151	2979674	3216112	3226615	3107676	3486810		23499	38465	56684	74858	95868	111938	143396	175346	114729	143628	203089	215010	239991	279654	203195	242511	224853	
7323	"Table, kitchen or other household articles, and parts thereof, of iron or steel; iron or steel ..."	3560	3904	6727	13251	20886	23543	32900	43861	41102	59826	71679	58847	68549	62646	72381	56521	36195		1153736	1384639	1721014	1875708	2071150	2374701	2669439	2828440	2734158	3737182	4498032	5366799	5632837	5916008	6713960	5511195	6609228		11354	13424	19004	28387	39826	45981	59098	73096	66032	87464	103631	88252	99125	92913	99103	80843	57133	
5407	"Woven fabrics of synthetic filament yarn, incl. monofilament of >= 67 decitex and with a cross ..."	34392	15786	19748	40965	41385	52720	77342	77214	53548	41867	47133	50456	37494	35842	30752	29956	36275		1312811	1959363	3141860	4371470	4714276	4896696	5205391	5860655	5236578	6674879	9319779	9886802	11164664	11523587	11384733	11412536	12132206		187480	204835	237291	296105	308067	308631	353280	356894	343368	469684	522791	526911	484640	548712	462740	429763	445359	
7305	"Tubes and pipes, having circular cross-sections and an external diameter of > 406,4 mm, of ..."	0	0	0	12	211	1	3	47	456	3704	120	266	738	2544	125313	108101	36486		9476	6553	16514	19331	205791	454217	796053	1878145	1586612	772822	1490059	1544587	1632295	1115473	1082339	810285	627689		361970	79826	180049	8766	4812	17367	7350	4494	4059	12938	4396	6060	7636	10731	152279	125030	80446	
9401	"Seats, whether or not convertible into beds, and parts thereof, n.e.s. (excluding medical, ..."	901	1822	4106	13470	33579	68613	112624	128016	104101	160323	189096	158309	170867	185819	153942	41225	36766		1537101	2016272	2829399	4180882	5641151	7409338	10353508	13204550	11674720	14941056	17017294	21799936	22955510	23585872	23643776	21866910	23469132		49818	68456	106624	169693	202992	268434	356109	382573	303823	405370	465425	410228	451414	474932	426783	301892	325505	
5105	"Wool and fine or coarse animal hair, carded or combed, incl. combed wool in fragments"	400	596	4667	14644	23200	31890	33740	36338	24030	31729	60250	56047	44266	61711	43515	39451	37782		289881	314932	356653	388760	452794	543506	608510	541375	430359	715551	1066840	812201	873084	797813	689971	644422	686671		48616	69810	95583	92230	102632	116574	139445	127747	80779	114134	139725	132195	117377	120372	93495	84494	93180	
9022	"Apparatus based on the use of X-rays or of alpha, beta or gamma radiations, whether or not ..."	165	2674	1524	2497	5702	14356	19095	16511	10549	20172	20782	10619	19169	20557	20469	24595	38164		146173	189173	220914	304258	377004	560454	729879	847032	790444	966816	1197632	1240952	1310394	1369854	1574921	1413562	1521371		46341	49994	64922	105484	151439	192572	212241	247762	189404	207277	238809	220030	241218	249956	270155	248577	277606	
8406	"Steam turbines and other vapour turbines; parts thereof"	0	0	0	0	0	39	6812	30885	128442	32141	6720	47221	250345	34146	123622	140093	39286		31573	35745	40482	61775	117670	173481	312765	859411	1231111	1343520	1620383	1286052	1402027	1227855	676124	762631	530345		166784	200742	47948	26886	57528	17537	36894	47882	265660	137613	86498	155713	490777	143375	200148	276605	154673	
3923	"Articles for the conveyance or packaging of goods, of plastics; stoppers, lids, caps and other ..."	2748	4290	6152	11335	17530	21949	26848	30260	23711	29427	38858	33460	39678	43700	45264	50029	40115		1132619	1282522	1669471	2101934	2835546	3493177	4078958	4618753	4071059	4903276	5988975	7167574	7973867	8142774	8186196	7731348	8453776		60506	88211	95982	123341	138253	171003	194208	203021	149794	172699	216826	196547	225224	245922	221179	268795	284205	
6204	"Women's or girls' suits, ensembles, jackets, blazers, dresses, skirts, divided skirts, trousers, ..."	2183	1590	3386	7342	15538	14948	19048	36432	54970	83697	90659	58407	58966	53999	48167	43751	41933		4903513	5844967	6925353	8207090	10570359	12480728	13444336	14080317	13147561	15038486	16221193	16264453	18164945	25497456	25876913	24832581	24902202		31790	41857	71103	90086	127106	176682	240893	347230	301743	395929	449420	355687	442724	414297	359459	311516	302746	
5403	"Artificial filament yarn, incl. artificial monofilament of < 67 decitex (excluding sewing thread ..."	21	1679	4138	4500	8360	24750	57158	33204	26325	38982	46522	41328	38293	55605	35984	41199	42893		114895	176346	217153	210239	233365	323741	388070	289811	328361	468115	565982	487365	483282	484620	381536	386892	416436		49701	58251	58109	59504	62125	64799	93761	66981	46235	52308	65366	61902	59404	86726	58035	66700	69348	
2916	"Unsaturated acyclic monocarboxylic acids, cyclic monocarboxylic acids, their anhydrides, halides, ..."	514	1250	1589	1358	7923	4268	7192	7916	9989	28649	41165	28774	29100	33035	33745	30736	43110		145312	179397	215021	353742	540187	599541	722091	887519	670843	1232447	1468109	1463615	1586898	1420373	1173788	1145363	1524249		44377	55150	78983	115643	173007	194067	212477	233489	183263	282632	369668	333710	340268	355588	299973	243153	322740	
9603	"Brooms, brushes, incl. brushes constituting parts of machines, appliances or vehicles, hand-operated ..."	1242	1921	3604	5914	11580	9870	15638	17495	15347	23615	26904	29640	35252	36804	39283	41291	43409		343980	404179	522880	714802	936332	1133631	1511993	1974092	1878467	2357415	2753686	3030499	3365624	3638178	3859626	3789579	3976514		8020	10134	13542	18118	27102	26958	36884	40328	35658	50306	54530	60387	69602	75220	79825	78363	79554	
6307	"Made-up articles of textile materials, incl. dress patterns, n.e.s."	66	103	792	2389	3196	6067	10188	12540	12918	21384	27563	32640	42455	47127	44667	46078	43675		453558	665157	944063	1153407	1453589	1819927	1971249	2523490	3430360	3463594	4004339	4473974	4993640	5490371	5740658	5479557	5808647		4672	6416	7721	12077	16316	22754	42543	41449	37712	50227	68514	66412	80266	84646	79510	80073	77432	
2905	"Acyclic alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives"	2	123	578	2502	1539	2844	6271	6698	4337	10616	19786	15186	24932	23330	21253	19149	43722		61017	75635	120417	197546	248993	353517	615748	693903	392949	543649	703657	688500	1000310	1187053	791676	762644	1057273		127464	136507	214001	315461	356868	432616	546469	580686	352973	560917	728557	690989	782094	850329	674051	589552	823367	
9504	"Video game consoles and machines, articles for funfair, table or parlour games, incl. pintables, ..."	726	1968	8104	13726	14417	13882	19326	31099	32541	45982	44062	39489	23669	36026	40084	35401	43982		1052568	2714984	3228829	3900966	6844069	8711477	9846033	13939542	9878670	8365031	10999698	10005354	8543223	8199095	10519578	10862535	14046918		6374	7472	12072	17804	20185	20143	26231	39434	39034	53120	55838	47313	32581	50864	50750	42633	51286	
7210	"Flat-rolled products of iron or non-alloy steel, of a width >= 600 mm, hot-rolled or cold-rolled ..."	448	359	19	504	1154	5929	26113	125253	28398	51357	68798	46781	63248	55603	54667	77898	44038		111848	113666	138587	473949	675945	2340339	3872000	6655908	2683256	6463954	10605328	9633832	9590153	12312431	10856367	10477889	12351035		187323	233513	314778	420915	513847	582250	662014	896759	576642	777504	812672	671902	836631	892962	781408	740702	738681	
7117	"Imitation jewellery"	1635	3181	6109	14756	21285	24864	35653	57637	50309	64973	87049	70408	77147	84045	78579	55560	46500		218078	256719	309517	394472	611530	721577	880024	937378	979387	1307242	703766	733541	1102921	2370550	2632430	2143064	1919850		4380	6528	10920	22106	33332	37556	48510	75081	63281	81003	106848	91194	103726	109277	101082	73161	63677	
6406	"Parts of footwear, incl. uppers whether or not attached to soles other than outer soles; removable ..."	153	1595	3117	4229	4401	7094	16025	21566	14811	20741	36943	37383	38514	38404	49474	55242	47363		419331	409443	464991	576253	618811	798743	1169042	1604470	1445068	1968736	2348153	2448110	2616043	2412151	2413793	2317057	2541111		8658	12148	15768	16033	13870	17583	29719	34339	25440	34090	55620	57508	58341	58516	65103	66255	58838	
2936	"Provitamins and vitamins, natural or reproduced by synthesis, incl. natural concentrates, derivatives ..."	1503	1579	5248	5455	5915	7001	12073	22982	27036	27170	25483	25816	19273	26854	25973	34921	48845		380346	456757	697393	770259	758285	818614	1201804	2139793	2071105	2304995	2219313	1925039	1773200	1965411	1894987	2165128	3161724		19306	25574	34182	36982	34621	36648	47081	85747	77953	85208	83087	79757	68952	72471	67683	79640	101179	
3102	"Mineral or chemical nitrogenous fertilisers (excluding those in pellet or similar forms, or ..."	9	5	6	7	9	111	296	169	518	231	133	74	11627	85973	81895	34983	52894		177633	80088	434008	821611	460963	451416	1669745	1845161	1084348	2363226	2105189	3346862	3283506	4796494	4932139	2775040	1968787		163365	180797	249522	390788	415316	519158	679057	941530	688096	664070	831557	848335	1036281	987545	736409	694886	849798	
8430	"Moving, grading, levelling, scraping, excavating, tamping, compacting, extracting or boring ..."	0	2	377	116	0	16935	1862	1702	3512	1727	9210	23920	38468	55452	42398	33383	53342		182444	210357	237223	309085	494608	1302016	1583416	2595211	1732269	1778675	2827103	3423499	3063710	3096858	2587802	1959181	1697861		16797	35991	26180	24054	112322	199380	217807	169135	132785	224816	258477	344936	344797	243627	168493	258937	332571	
8409	"Parts suitable for use solely or principally with internal combustion piston engine of heading ..."	170	529	1259	2985	6246	9237	24272	32648	11615	18647	30813	37306	43429	40176	42479	44233	54027		255995	293144	288309	520985	755568	1120243	1668471	2285496	1918647	2710313	3516267	3829278	4278963	4918392	5016423	5023328	5346816		149663	196530	304472	437257	566294	569642	652859	638547	543484	653297	784527	734639	753265	816679	849975	930892	1033513	
8452	"Sewing machines (other than book-sewing machines of heading 8440); furniture, bases and covers ..."	3194	17901	47310	34698	43115	41721	67113	47001	22503	47097	64983	82100	65004	58419	39891	47542	54036		400377	468691	635129	711851	898975	1036873	1168906	1115972	828112	1313770	1618675	1509605	1700840	1821086	1639253	1600072	1642768		53904	139035	201255	140676	137787	127441	147913	108625	58724	105296	131157	153317	137879	125509	96503	108063	116267	
2922	"Oxygen-function amino-compounds"	255	1925	1655	3061	5145	4830	7759	11958	10747	17126	27534	23586	37307	38961	56908	60359	54429		237518	287956	312352	438135	601920	902020	1056558	1195985	1125341	1532922	2020704	2366561	2656060	2954515	2814037	2836366	3101658		49772	59702	72276	86543	93329	106305	130879	171978	140328	177222	185731	146007	162998	152254	162635	160148	183930	
